,0
L1.eps_M.pim_bens_duraveis,0.6543981363019762
L1.eps_M.pim_bens_semi_e_nao_duraveis,0.45959947263548073
L1.eps_M.pim_insumo_constr_civil,0.6555653333401352
L1.eps_M.cons_energ_comercial,0.6467626800814592
L1.eps_M.cons_energ_residencial,0.48944778564866864
L1.eps_M.cons_energ_industrial,0.6638042846018332
L1.eps_M.cons_energ_outros,0.6859325673284504
L1.eps_M.pmc_combustiveis,0.8696740982126746
L1.eps_M.pmc_hiper_supermercados,0.7253117028150032
L1.eps_M.pmc_vestuário,0.6341298640995915
L1.eps_M.pmc_moveis_eletrodomesticos,0.7884006799644181
L1.eps_M.pmc_automoveis,0.6156534324678086
L1.eps_M.pmc_farmaceuticos,0.6932066173222414
L1.eps_M.pmc_livros_jornais,0.6084593805232343
L1.eps_M.pmc_eqp_material_escritorio,0.7049890193030998
L1.eps_M.pmc_outros_pessoal,0.8169149563429042
L1.eps_M.pmc_material_construcao,0.8252561966698665
L1.eps_M.pmc_comercio_ampliado,0.7063707149672516
L1.eps_M.ibcbr_agro,0.7028271150988469
L1.eps_M.ibcbr_ind,0.6240207100333344
L1.eps_M.ibcbr_servicos,0.784515131999749
L1.eps_M.icc_fecomercio,0.8897793730037551
L1.eps_M.icea_fecomercio,0.9078036487038094
L1.eps_M.ief_fecomercio,0.8875200616913511
L1.eps_M.ics_fgv,0.6447915876828687
L1.eps_M.isas_fgv,0.7793860790816711
L1.eps_M.ies_fgv,0.5960471804585584
L1.eps_M.caged_estoque_agro,0.922207289930937
L1.eps_M.caged_estoque_ind_extrativa,0.9796599269364693
L1.eps_M.caged_estoque_ind_transformacao,0.9441951131692525
L1.eps_M.caged_estoque_SIUP,0.9224223325870592
L1.eps_M.caged_estoque_EG,0.9886423540590581
L1.eps_M.caged_estoque_AER,0.9408369101780889
L1.eps_M.caged_estoque_construcao,0.9829810057376387
L1.eps_M.caged_estoque_comercio,0.9864770009331592
L1.eps_M.caged_estoque_servicos,0.9713233386363178
L1.eps_M.pnadc_salario_real_efetivo,0.8059147650396582
L1.eps_M.pnadc_salario_real_com_carteira,0.8991956445576214
L1.eps_M.pnadc_salario_real_sem_carteira,0.8638613949241137
L1.eps_M.pnadc_salario_real_setor_privado,0.9394572173912613
L1.eps_M.pnadc_salario_real_setor_publico,0.905504973498989
L1.eps_M.pnadc_salario_real_conta_propria,0.8355539030128828
L1.eps_M.pnadc_salario_real_empregadores,0.8313157290314207
L1.eps_M.pnadc_massa_salarial_efetiva,0.23212382599066403
L1.eps_M.pnadc_massa_salarial_habitual,0.9490868372949959
L1.eps_M.renda_disponivel_familias_restrita,0.890742570839711
L1.eps_M.tx_desemprego,0.9703749209359328
L1.eps_M.ipca_alimentacao,0.5720245715418636
L1.eps_M.ipca_alim_domicilio,0.55289885193159
L1.eps_M.ipca_industriais,0.22753789184485004
L1.eps_M.ipca_servicos,-0.08969911032765501
L1.eps_M.ipca_administrados,0.11728748722880256
L1.eps_M.ipca_livres,0.41834830097060977
L1.eps_M.ipca_EX0,0.0014097393814661214
L1.eps_M.ipca_EX3,0.29925096361408704
L1.eps_M.ipca_MS,0.6783338540701082
L1.eps_M.ipca_DP,0.17372791762876752
L1.eps_M.ipca_P55,0.022743370581567737
L1.eps_M.ipca_difusao,0.36579443134789985
L1.eps_M.ipca_industriais_subjacentes,0.18780235565039477
L1.eps_M.ipca_servicos_subjacentes,0.022302602373740897
L1.eps_M.ipca15,0.20384837544802417
L1.eps_M.igpm,0.6091046259777012
L1.eps_M.igpdi,0.5961233090739269
L1.eps_M.ipcbr,0.11209495700142035
L1.eps_M.incc,0.2543801300973531
L1.eps_M.ipc_fipe,0.2534847020665511
L1.eps_M.igp10,0.5391488694538384
L1.eps_M.ipam,0.6070705021087226
L1.eps_M.abras,0.8154242953593903
L1.eps_M.prod_total_autoveiculos,0.6188465674053829
L1.eps_M.vendas_total_autoveiculos,0.5193677885725502
L1.eps_M.vendas_autoveiculos_interno,0.6756552852563279
L1.eps_M.vendas_autoveiculos_externo,0.7136997535565067
L1.eps_M.prod_automoveis_e_comerciais_leves,-0.28272542614266777
L1.eps_M.prod_caminhoes,0.36435988263602254
L1.eps_M.prod_onibus,0.4962992164501531
L1.eps_M.prod_oleo_bruto,0.7857364767884657
L1.eps_M.prod_LGN,0.755485908256351
L1.eps_M.prod_gas_natural,0.7751507227225638
L1.eps_M.consumo_gasolina,0.7826968718720092
L1.eps_M.consumo_GLP,-0.1953781622875559
L1.eps_M.consumo_oleo_combustivel,0.7595177886333714
L1.eps_M.consumo_diesel,-0.07080188777725896
L1.eps_M.consumo_demais_derivados,0.8936377686407054
L1.eps_M.consumo_alcool_hidratado,0.885632349524066
L1.eps_M.consumo_alcool_anidro,0.7785758652728336
L1.eps_M.prod_aco_bruto,0.5621244892913743
L1.eps_M.desembolso_BNDES_ind_transformacao,0.5664282593017677
L1.eps_M.desembolso_BNDES_comercio_servicos,0.6456714681453636
L1.eps_M.desembolso_BNDES_agro,0.8868551149998923
L1.eps_M.desembolso_BNDES_ind_extrativa,0.1776635820236494
L1.eps_M.cni_nuci_transformacao,0.4794769559328294
L1.eps_M.cni_vendas_industriais,0.440585902802739
L1.eps_M.cni_horas_trabalhadas,0.47891402315903064
L1.eps_M.cni_salario_industria,0.41761943338111335
L1.eps_M.cni_massa_salarial,0.4175816945910016
L1.eps_M.fenabrave_automoveis,0.4783300825248213
L1.eps_M.fenabrave_comerciais_leves,0.635785180440232
L1.eps_M.fenabrave_caminhoes,0.6365238140565527
L1.eps_M.fenabrave_onibus,0.590641031151159
L1.eps_M.fgv_nuci,0.6862191353951513
L1.eps_M.concessoes_PJ_total,0.6135288196733331
L1.eps_M.concessoes_PF_total,0.5178534810795405
L1.eps_M.concessoes_livres_PJ_total,0.5761700476508933
L1.eps_M.concessoes_livres_PJ_capital_giro,0.7657157355297665
L1.eps_M.concessoes_livres_PF_total,0.49453751652693567
L1.eps_M.concessoes_direcionados_PJ_total,0.6846658342970837
L1.eps_M.concessoes_direcionados_PF_total,0.7721357555224306
L1.eps_M.concessoes_direcionados_credito_rural,0.6048927582548449
L1.eps_M.selic_mensal,0.9856427878255473
L1.eps_M.abcr_trafego_veiculos_pesados,0.41298551633435177
L1.eps_M.inadimplencia_livres_total,0.9838143296579689
L1.eps_M.inadimplencia_livres_PJ_total,0.9630488765694416
L1.eps_M.inadimplencia_livres_PJ_desconto_de_duplicatas_e_recebiveis,0.8480166557679281
L1.eps_M.inadimplencia_livres_PJ_capital_de_giro_total,0.9486332711288464
L1.eps_M.inadimplencia_livres_PJ_aquisicao_de_bens_total,0.9832107494695053
L1.eps_M.inadimplencia_livres_PJ_cartao_de_credito_total,0.8518818111021773
L1.eps_M.inadimplencia_livres_PF_total,0.9885989236106911
L1.eps_M.inadimplencia_livres_PF_cheque_especial,0.7469079522506792
L1.eps_M.inadimplencia_livres_PF_credito_pessoal_nao_consignado_total,0.9590900605207925
L1.eps_M.inadimplencia_livres_PF_credito_pessoal_consignado_total,0.9594719316356812
L1.eps_M.inadimplencia_livres_PF_aquisicao_de_bens_total,0.9896371912472647
L1.eps_M.inadimplencia_livres_PF_cartao_de_credito_total,0.9615241302661561
L1.eps_M.concessoes_livres_total,0.19156547060087786
L1.eps_M.concessoes_livres_PJ_desconto_de_duplicatas_e_recebveis,0.5641147991791162
L1.eps_M.concessoes_livres_PJ_capital_de_giro_total,0.6906674781119565
L1.eps_M.concessoes_livres_PJ_aquisicao_de_bens_total,0.5377658617763431
L1.eps_M.concessoes_livres_PJ_cartao_de_credito_total,0.5608145454601547
L1.eps_M.concessoes_livres_PF_cheque_especial,0.47871694075686133
L1.eps_M.concessoes_livres_PF_credito_pessoal_nao_consignado_total,0.4263968465941725
L1.eps_M.concessoes_livres_PF_credito_pessoal_consignado_total,0.5927051842614611
L1.eps_M.concessoes_livres_PF_aquisicao_de_bens_total,0.5642897577759286
L1.eps_M.concessoes_livres_PF_cartao_de_credito_total,0.6482186005626756
L1.eps_M.cambio_media_mensal,0.9121071720850983
L1.eps_M.icbr_agro,0.8315821774556449
L1.eps_M.icbr_metal,0.903745937686694
L1.eps_M.icbr_energia,0.9166339992867084
L1.eps_M.pms_servicos_familias,0.6911747551722118
L1.eps_M.pms_tic,0.6830733197424503
L1.eps_M.pms_servicos_profissionais,0.7044048724457757
L1.eps_M.pms_transportes,0.68266269825974
L1.eps_M.pms_outros,0.6123848060382977
L1.eps_M.pib,0.6623188900547117
sigma2.pim_industria_extrativa,0.2840287471857482
sigma2.pim_industria_transformacao,0.02420905641930784
sigma2.pim_bens_capital,0.10176999483925032
sigma2.pim_bens_intermediarios,0.08478919846190888
sigma2.pim_bens_consumo,0.09823883799664629
sigma2.pim_bens_duraveis,0.11297733177909222
sigma2.pim_bens_semi_e_nao_duraveis,0.23835979850358188
sigma2.pim_insumo_constr_civil,0.14399231213267946
sigma2.cons_energ_comercial,0.43738245585598845
sigma2.cons_energ_residencial,0.6623217512171965
sigma2.cons_energ_industrial,0.16375840246063234
sigma2.cons_energ_outros,0.46437038201586445
sigma2.pmc_combustiveis,0.1643253191552039
sigma2.pmc_hiper_supermercados,0.36231457314141535
sigma2.pmc_vestuário,0.382516589791633
sigma2.pmc_moveis_eletrodomesticos,0.21160204957899736
sigma2.pmc_automoveis,0.32431770752938716
sigma2.pmc_farmaceuticos,0.3845444798608936
sigma2.pmc_livros_jornais,0.41434423230773093
sigma2.pmc_eqp_material_escritorio,0.2847293604833864
sigma2.pmc_outros_pessoal,0.2526193562606344
sigma2.pmc_material_construcao,0.14423344837906169
sigma2.pmc_comercio_ampliado,0.1892234916627869
sigma2.ibcbr_agro,0.4753878582898088
sigma2.ibcbr_ind,0.0669905185869172
sigma2.ibcbr_servicos,0.0721235978433246
sigma2.icc_fecomercio,0.07416872074916239
sigma2.icea_fecomercio,0.06636332202893469
sigma2.ief_fecomercio,0.12847446740739157
sigma2.ics_fgv,0.03206289255968185
sigma2.isas_fgv,0.07406636273989349
sigma2.ies_fgv,0.09104616383650406
sigma2.caged_estoque_agro,0.07426070618754223
sigma2.caged_estoque_ind_extrativa,0.006797661815102373
sigma2.caged_estoque_ind_transformacao,0.0043915277772424086
sigma2.caged_estoque_SIUP,0.024366284213498488
sigma2.caged_estoque_EG,0.0351832558092411
sigma2.caged_estoque_AER,0.022586469735027166
sigma2.caged_estoque_construcao,0.004657809696274004
sigma2.caged_estoque_comercio,0.0017984264439686328
sigma2.caged_estoque_servicos,0.0023059199493563162
sigma2.pnadc_salario_real_efetivo,0.09006564346373482
sigma2.pnadc_salario_real_com_carteira,0.048990195000860826
sigma2.pnadc_salario_real_sem_carteira,0.13104229017940264
sigma2.pnadc_salario_real_setor_privado,0.03175478849435666
sigma2.pnadc_salario_real_setor_publico,0.205669040824469
sigma2.pnadc_salario_real_conta_propria,0.10329445858344719
sigma2.pnadc_salario_real_empregadores,0.13894103605629204
sigma2.pnadc_massa_salarial_efetiva,0.939893320875502
sigma2.pnadc_massa_salarial_habitual,0.019133849018989162
sigma2.renda_disponivel_familias_restrita,0.11928212563289757
sigma2.tx_desemprego,0.01431928565467302
sigma2.ipca_alimentacao,0.45069924117589916
sigma2.ipca_alim_domicilio,0.49740509231336977
sigma2.ipca_industriais,0.41265394870915
sigma2.ipca_servicos,0.6784505305235624
sigma2.ipca_administrados,0.9628642670433823
sigma2.ipca_livres,0.24791312308995692
sigma2.ipca_EX0,0.34857341968212086
sigma2.ipca_EX3,0.3002025459511439
sigma2.ipca_MS,0.1615933947303325
sigma2.ipca_DP,0.16566877651982137
sigma2.ipca_P55,0.3107908517315966
sigma2.ipca_difusao,0.2868706049521983
sigma2.ipca_industriais_subjacentes,0.5021254621645149
sigma2.ipca_servicos_subjacentes,0.4903133526285889
sigma2.ipca15,0.44872814700410024
sigma2.igpm,0.48940491694320837
sigma2.igpdi,0.5352917773930305
sigma2.ipcbr,0.6391332146580615
sigma2.incc,0.6885894144648917
sigma2.ipc_fipe,0.47697799360056387
sigma2.igp10,0.5528269437185959
sigma2.ipam,0.517888090314561
sigma2.abras,0.3112579407802244
sigma2.prod_total_autoveiculos,0.25078885241794246
sigma2.vendas_total_autoveiculos,0.28371042300375177
sigma2.vendas_autoveiculos_interno,0.25493676179632985
sigma2.vendas_autoveiculos_externo,0.3936597095897323
sigma2.prod_automoveis_e_comerciais_leves,0.9089596963213978
sigma2.prod_caminhoes,0.32788607498330613
sigma2.prod_onibus,0.5035867141083874
sigma2.prod_oleo_bruto,0.31265982132484793
sigma2.prod_LGN,0.3744319385293255
sigma2.prod_gas_natural,0.40967950443682694
sigma2.consumo_gasolina,0.3203682909029805
sigma2.consumo_GLP,0.9102793114252188
sigma2.consumo_oleo_combustivel,0.39916311006179034
sigma2.consumo_diesel,0.5334634337366668
sigma2.consumo_demais_derivados,0.15981703555235569
sigma2.consumo_alcool_hidratado,0.21388454381365232
sigma2.consumo_alcool_anidro,0.36728132097412275
sigma2.prod_aco_bruto,0.41547097447413667
sigma2.desembolso_BNDES_ind_transformacao,0.6807131317580124
sigma2.desembolso_BNDES_comercio_servicos,0.5927939172699328
sigma2.desembolso_BNDES_agro,0.17506603888996747
sigma2.desembolso_BNDES_ind_extrativa,0.9552232472453588
sigma2.cni_nuci_transformacao,0.12736302882971232
sigma2.cni_vendas_industriais,0.2253061974496683
sigma2.cni_horas_trabalhadas,0.11501685436673874
sigma2.cni_salario_industria,0.17920890185614247
sigma2.cni_massa_salarial,0.17979337236375742
sigma2.fenabrave_automoveis,0.4230524950479685
sigma2.fenabrave_comerciais_leves,0.28751643423540796
sigma2.fenabrave_caminhoes,0.2068098196096987
sigma2.fenabrave_onibus,0.41838382539340074
sigma2.fgv_nuci,0.11579705067210684
sigma2.concessoes_PJ_total,0.26339029077324455
sigma2.concessoes_PF_total,0.16087801519294823
sigma2.concessoes_livres_PJ_total,0.2299286574716786
sigma2.concessoes_livres_PJ_capital_giro,0.38977878049842496
sigma2.concessoes_livres_PF_total,0.19889119389715976
sigma2.concessoes_direcionados_PJ_total,0.4800510741172116
sigma2.concessoes_direcionados_PF_total,0.23082551391016629
sigma2.concessoes_direcionados_credito_rural,0.5973543189722368
sigma2.selic_mensal,0.024394084684945683
sigma2.abcr_trafego_veiculos_pesados,0.21109396117568283
sigma2.inadimplencia_livres_total,0.013215504778167101
sigma2.inadimplencia_livres_PJ_total,0.033335971069051444
sigma2.inadimplencia_livres_PJ_desconto_de_duplicatas_e_recebiveis,0.22825127667331901
sigma2.inadimplencia_livres_PJ_capital_de_giro_total,0.06342893479183806
sigma2.inadimplencia_livres_PJ_aquisicao_de_bens_total,0.02094107949044105
sigma2.inadimplencia_livres_PJ_cartao_de_credito_total,0.14565502619597323
sigma2.inadimplencia_livres_PF_total,0.012418102525968098
sigma2.inadimplencia_livres_PF_cheque_especial,0.15905348113285842
sigma2.inadimplencia_livres_PF_credito_pessoal_nao_consignado_total,0.03314623419306441
sigma2.inadimplencia_livres_PF_credito_pessoal_consignado_total,0.0981230105602276
sigma2.inadimplencia_livres_PF_aquisicao_de_bens_total,0.019415261374025314
sigma2.inadimplencia_livres_PF_cartao_de_credito_total,0.0238137258033254
sigma2.concessoes_livres_total,0.30042556641591395
sigma2.concessoes_livres_PJ_desconto_de_duplicatas_e_recebveis,0.2554216535593171
sigma2.concessoes_livres_PJ_capital_de_giro_total,0.4682940013124254
sigma2.concessoes_livres_PJ_aquisicao_de_bens_total,0.3388468423790284
sigma2.concessoes_livres_PJ_cartao_de_credito_total,0.4503131891103235
sigma2.concessoes_livres_PF_cheque_especial,0.46797865799550326
sigma2.concessoes_livres_PF_credito_pessoal_nao_consignado_total,0.4622543378717723
sigma2.concessoes_livres_PF_credito_pessoal_consignado_total,0.5858400985071428
sigma2.concessoes_livres_PF_aquisicao_de_bens_total,0.38547230888839673
sigma2.concessoes_livres_PF_cartao_de_credito_total,0.262431185904037
sigma2.cambio_media_mensal,0.11009704733772505
sigma2.icbr_agro,0.18114393123665465
sigma2.icbr_metal,0.09996044173280842
sigma2.icbr_energia,0.11079862903176119
sigma2.pms_servicos_familias,0.23572772020005373
sigma2.pms_tic,0.2266299496689108
sigma2.pms_servicos_profissionais,0.1774556061853287
sigma2.pms_transportes,0.30640116291368674
sigma2.pms_outros,0.5022975789763571
sigma2.pib,0.049328197364326455
