variable;frequency;tid_mensal;pipeline_mensal;votos_mensal;cv_var_mensal;iqr_mensal;steps_mensal;nobs_mensal;tid_anual;pipeline_anual;votos_anual;cv_var_anual;iqr_anual;steps_anual;nobs_anual
concessoes_livres_PF_cartao_de_credito_total;Monthly;13.0;mom_pct;4.0;0.41117252476304805;0.811140203452674;1.0;182.0;14;mom_pct_annual_rate;4;0.41117252476304805;0.811140203452674;1;182
concessoes_livres_PF_cheque_especial;Monthly;3.0;log→diff;3.0;0.42412654116816534;0.6018952005820745;3.0;182.0;9;sdiff12→diff;3;0.43003170183827344;0.4955491041131326;2;170
concessoes_livres_PF_credito_pessoal_consignado_total;Monthly;1.0;diff;4.0;0.7213828695509904;1.6617691230171832;1.0;182.0;14;mom_pct_annual_rate;4;0.7819296620501368;1.2888677968711202;1;182
concessoes_livres_PF_credito_pessoal_nao_consignado_total;Monthly;5.0;boxcox→diff;4.0;0.5853300576586422;0.7189878363995876;2.0;182.0;12;boxcox→sdiff12→diff;4;0.5548253508857603;0.7343916455211856;3;170
concessoes_livres_PF_total;Monthly;13.0;mom_pct;4.0;0.8094815161246741;1.0302131884619592;1.0;182.0;9;sdiff12→diff;4;0.6962064966911271;2.1186126470222493;2;170
concessoes_livres_PJ_aquisicao_de_bens_total;Monthly;13.0;mom_pct;4.0;0.5443023113765272;0.815160865547031;1.0;182.0;14;mom_pct_annual_rate;4;0.5443023113765272;0.815160865547031;1;182
concessoes_livres_PJ_arrendamento_mercantil_total;Monthly;1.0;diff;4.0;0.324145754517325;0.49030145962237914;1.0;182.0;9;sdiff12→diff;4;0.45283580452430267;0.5880996564602643;2;170
concessoes_livres_PJ_capital_de_giro_total;Monthly;5.0;boxcox→diff;4.0;0.7751055824437912;1.464193648519571;2.0;182.0;12;boxcox→sdiff12→diff;4;0.746983475564939;1.283977356068712;3;170
concessoes_livres_PJ_capital_giro;Monthly;5.0;boxcox→diff;4.0;0.9769248345503212;1.2280404549585047;2.0;182.0;12;boxcox→sdiff12→diff;4;0.8826432028986643;1.316730464717218;3;170
concessoes_livres_PJ_cartao_de_credito_total;Monthly;3.0;log→diff;4.0;0.5986640988288442;1.043055939306448;3.0;182.0;11;log→sdiff12→diff;4;0.5065031513185945;0.9173012166085307;4;170
concessoes_livres_PJ_desconto_de_duplicatas_e_recebveis;Monthly;7.0;yeojohnson→diff;4.0;0.5070465105419749;0.833341178466003;2.0;182.0;12;boxcox→sdiff12→diff;4;0.44277240844732924;0.8024925622491932;3;170
concessoes_livres_PJ_total;Monthly;13.0;mom_pct;4.0;0.8969971737268495;0.692592831525097;1.0;182.0;11;log→sdiff12→diff;4;0.6530305411792029;0.9106252277253053;4;170
concessoes_livres_total;Monthly;13.0;mom_pct;4.0;0.38928617717253194;0.4218386928781171;1.0;182.0;14;mom_pct_annual_rate;4;0.38928617717253194;0.4218386928781171;1;182
cons_energ_comercial;Monthly;13.0;mom_pct;3.0;0.8602257687434878;0.834692871517345;1.0;364.0;12;boxcox→sdiff12→diff;4;0.7724690453610352;0.7338640279358672;3;352
cons_energ_industrial;Monthly;13.0;mom_pct;4.0;1.0164152475653554;1.2872842792269519;1.0;364.0;9;sdiff12→diff;4;0.8282370195558315;1.2292884645895799;2;352
cons_energ_outros;Monthly;13.0;mom_pct;3.0;0.6041318476323487;0.8146495547492435;1.0;364.0;8;sdiff12;4;1.0842698940266853;2.004130557704368;1;353
cons_energ_residencial;Monthly;13.0;mom_pct;3.0;0.5878496637184768;0.9198318836380965;1.0;364.0;8;sdiff12;4;1.4142615293938228;1.7153205221490193;1;353
consumo_GLP;Monthly;3.0;log→diff;3.0;0.5918323604619462;0.7379868858578021;3.0;363.0;15;yoy_pct_monthly;3;0.513608604003832;0.5670441909523318;1;352
consumo_alcool_anidro;Monthly;13.0;mom_pct;4.0;0.5583459475705442;0.8825825641877229;1.0;363.0;11;log→sdiff12→diff;4;0.48559011688628306;0.6840879477314317;4;351
consumo_alcool_hidratado;Monthly;3.0;log→diff;4.0;0.8624810854427365;0.7980505166976655;3.0;363.0;15;yoy_pct_monthly;4;0.6313397477062199;1.0408723344730662;1;352
consumo_demais_derivados;Monthly;5.0;boxcox→diff;4.0;2.2957312617571;1.8392703373374237;2.0;363.0;12;boxcox→sdiff12→diff;4;1.746063941208927;2.5221647636286333;3;351
consumo_diesel;Monthly;3.0;log→diff;4.0;0.5511750210075854;0.9086260892316347;3.0;363.0;10;log→sdiff12;4;0.4350586675159005;0.6159562120530564;3;352
consumo_gasolina;Monthly;1.0;diff;4.0;0.6528048396693429;0.8873011853768389;1.0;363.0;8;sdiff12;4;0.7983263059323563;1.4513327481169869;1;352
consumo_oleo_combustivel;Monthly;5.0;boxcox→diff;4.0;1.0776054246409201;2.219753292051836;2.0;363.0;12;boxcox→sdiff12→diff;4;0.975868480888132;2.855980680416246;3;351
desembolso_BNDES_agro;Monthly;3.0;log→diff;4.0;0.811391968511903;1.7306982121358476;3.0;362.0;11;log→sdiff12→diff;4;0.7574930668828628;0.9203114502377955;4;350
desembolso_BNDES_comercio_servicos;Monthly;1.0;diff;4.0;1.056186375382396;3.406857357792284;1.0;362.0;8;sdiff12;4;1.2225690476523385;1.909771744812956;1;351
desembolso_BNDES_ind_extrativa;Monthly;1.0;diff;4.0;0.99131303287809;1.7371398983031516;1.0;362.0;9;sdiff12→diff;4;1.135550697101471;7.244739373777116;2;350
desembolso_BNDES_ind_transformacao;Monthly;7.0;yeojohnson→diff;4.0;1.768987182851541;5.39277055518501;2.0;362.0;8;sdiff12;4;2.129875484938058;2.580350188967414;1;351
fenabrave_automoveis;Monthly;7.0;yeojohnson→diff;4.0;0.8179370091471896;1.253395683333553;2.0;364.0;14;mom_pct_annual_rate;4;1.3016504071169184;0.9705413137515151;1;364
fenabrave_caminhoes;Monthly;5.0;boxcox→diff;4.0;0.7765458667323052;0.8863665247093839;2.0;364.0;10;log→sdiff12;4;0.5880111588000719;1.0175995220679004;3;353
fenabrave_comerciais_leves;Monthly;13.0;mom_pct;4.0;0.6583756460541675;0.6529312224610555;1.0;364.0;14;mom_pct_annual_rate;4;0.6583756460541675;0.6529312224610555;1;364
fenabrave_onibus;Monthly;7.0;yeojohnson→diff;4.0;0.43463624074716556;0.47995570755540556;2.0;364.0;12;boxcox→sdiff12→diff;4;0.38556580973446075;0.6548411428460532;3;352
fgv_nuci;Monthly;1.0;diff;4.0;2.4879392318488223;0.7054482179287187;1.0;305.0;8;sdiff12;4;1.5577270131856484;3.2713124248393575;1;294
geracao_energ_eolica;Monthly;1.0;diff;4.0;1.270221850450309;4.399013001478482;1.0;243.0;9;sdiff12→diff;4;1.2848663111418297;5.990893209321713;2;231
geracao_energ_hidraulica;Monthly;1.0;diff;4.0;0.8182330149433287;1.5169078440098505;1.0;365.0;9;sdiff12→diff;4;0.7974192738185713;1.1278746050547512;2;353
geracao_energ_solar;Monthly;13.0;mom_pct;4.0;1.925399262869467;174.58197026426922;1.0;137.0;9;sdiff12→diff;4;1.4950220726439625;47.69446513012297;2;125
geracao_energ_termica;Monthly;1.0;diff;4.0;0.9530158731319244;1.700026342951731;1.0;365.0;9;sdiff12→diff;4;0.9827605303950737;1.6838373330966538;2;353
