variable;frequency;pipeline_id;pipeline;n_steps;n_obs;ADF;KPSS;Phillips-Perron;DFGLS;n_stationary;is_stationary;applicable
caged_estoque_AER;Monthly;4;boxcox;1;233;False;False;False;False;0;False;True
caged_estoque_AER;Monthly;5;boxcox→diff;2;232;False;True;True;True;3;True;True
caged_estoque_AER;Monthly;6;yeojohnson;1;233;False;False;False;False;0;False;True
caged_estoque_AER;Monthly;7;yeojohnson→diff;2;232;False;True;True;True;3;True;True
caged_estoque_AER;Monthly;8;sdiff12;1;221;False;True;False;False;1;False;True
caged_estoque_AER;Monthly;9;sdiff12→diff;2;220;True;True;True;True;4;True;True
caged_estoque_AER;Monthly;10;log→sdiff12;3;221;False;True;False;False;1;False;True
caged_estoque_AER;Monthly;11;log→sdiff12→diff;4;220;True;True;True;True;4;True;True
caged_estoque_AER;Monthly;12;boxcox→sdiff12→diff;3;220;True;True;True;True;4;True;True
caged_estoque_AER;Monthly;13;mom_pct;1;232;False;True;True;True;3;True;True
caged_estoque_AER;Monthly;14;yoy_pct_monthly;1;221;False;True;False;False;1;False;True
caged_estoque_construcao;Monthly;0;nível;0;365;False;False;False;False;0;False;True
caged_estoque_construcao;Monthly;1;diff;1;364;False;True;True;True;3;True;True
caged_estoque_construcao;Monthly;2;log;1;365;False;False;False;False;0;False;True
caged_estoque_construcao;Monthly;3;log→diff;3;364;False;True;True;True;3;True;True
caged_estoque_construcao;Monthly;4;boxcox;1;365;False;False;False;False;0;False;True
caged_estoque_construcao;Monthly;5;boxcox→diff;2;364;False;True;True;True;3;True;True
caged_estoque_construcao;Monthly;6;yeojohnson;1;365;False;False;False;False;0;False;True
caged_estoque_construcao;Monthly;7;yeojohnson→diff;2;364;False;True;True;True;3;True;True
caged_estoque_construcao;Monthly;8;sdiff12;1;353;False;True;False;True;2;False;True
caged_estoque_construcao;Monthly;9;sdiff12→diff;2;352;True;True;True;True;4;True;True
caged_estoque_construcao;Monthly;10;log→sdiff12;3;353;False;True;False;True;2;False;True
caged_estoque_construcao;Monthly;11;log→sdiff12→diff;4;352;True;True;True;True;4;True;True
caged_estoque_construcao;Monthly;12;boxcox→sdiff12→diff;3;352;True;True;True;True;4;True;True
caged_estoque_construcao;Monthly;13;mom_pct;1;364;False;True;True;True;3;True;True
caged_estoque_construcao;Monthly;14;yoy_pct_monthly;1;353;False;True;False;True;2;False;True
caged_estoque_comercio;Monthly;0;nível;0;365;False;False;False;False;0;False;True
caged_estoque_comercio;Monthly;1;diff;1;364;True;True;True;False;3;True;True
caged_estoque_comercio;Monthly;2;log;1;365;False;False;False;False;0;False;True
caged_estoque_comercio;Monthly;3;log→diff;3;364;False;False;True;False;1;False;True
caged_estoque_comercio;Monthly;4;boxcox;1;365;False;False;False;False;0;False;True
caged_estoque_comercio;Monthly;5;boxcox→diff;2;364;True;True;True;False;3;True;True
caged_estoque_comercio;Monthly;6;yeojohnson;1;365;False;False;False;False;0;False;True
caged_estoque_comercio;Monthly;7;yeojohnson→diff;2;364;True;True;True;False;3;True;True
caged_estoque_comercio;Monthly;8;sdiff12;1;353;False;True;False;False;1;False;True
caged_estoque_comercio;Monthly;9;sdiff12→diff;2;352;True;True;True;True;4;True;True
caged_estoque_comercio;Monthly;10;log→sdiff12;3;353;False;False;False;False;0;False;True
caged_estoque_comercio;Monthly;11;log→sdiff12→diff;4;352;True;True;True;True;4;True;True
caged_estoque_comercio;Monthly;12;boxcox→sdiff12→diff;3;352;True;True;True;True;4;True;True
caged_estoque_comercio;Monthly;13;mom_pct;1;364;False;False;True;False;1;False;True
caged_estoque_comercio;Monthly;14;yoy_pct_monthly;1;353;False;False;False;False;0;False;True
caged_estoque_servicos;Monthly;0;nível;0;365;False;False;False;False;0;False;True
caged_estoque_servicos;Monthly;1;diff;1;364;True;True;True;True;4;True;True
caged_estoque_servicos;Monthly;2;log;1;365;False;False;False;False;0;False;True
caged_estoque_servicos;Monthly;3;log→diff;3;364;True;True;True;False;3;True;True
caged_estoque_servicos;Monthly;4;boxcox;1;365;False;False;False;False;0;False;True
caged_estoque_servicos;Monthly;5;boxcox→diff;2;364;True;True;True;True;4;True;True
caged_estoque_servicos;Monthly;6;yeojohnson;1;365;False;False;False;False;0;False;True
caged_estoque_servicos;Monthly;7;yeojohnson→diff;2;364;True;True;True;True;4;True;True
caged_estoque_servicos;Monthly;8;sdiff12;1;353;False;True;False;False;1;False;True
caged_estoque_servicos;Monthly;9;sdiff12→diff;2;352;True;True;True;True;4;True;True
caged_estoque_servicos;Monthly;10;log→sdiff12;3;353;False;True;False;False;1;False;True
caged_estoque_servicos;Monthly;11;log→sdiff12→diff;4;352;True;True;True;True;4;True;True
caged_estoque_servicos;Monthly;12;boxcox→sdiff12→diff;3;352;True;True;True;True;4;True;True
caged_estoque_servicos;Monthly;13;mom_pct;1;364;True;True;True;False;3;True;True
caged_estoque_servicos;Monthly;14;yoy_pct_monthly;1;353;False;True;False;False;1;False;True
pnadc_salario_real_efetivo;Monthly;0;nível;0;171;False;False;True;False;1;False;True
pnadc_salario_real_efetivo;Monthly;1;diff;1;170;False;True;True;False;2;False;True
pnadc_salario_real_efetivo;Monthly;2;log;1;171;False;False;True;False;1;False;True
pnadc_salario_real_efetivo;Monthly;3;log→diff;3;170;False;True;True;False;2;False;True
pnadc_salario_real_efetivo;Monthly;4;boxcox;1;171;False;False;True;False;1;False;True
pnadc_salario_real_efetivo;Monthly;5;boxcox→diff;2;170;False;True;True;False;2;False;True
pnadc_salario_real_efetivo;Monthly;6;yeojohnson;1;171;False;False;True;False;1;False;True
pnadc_salario_real_efetivo;Monthly;7;yeojohnson→diff;2;170;False;True;True;False;2;False;True
pnadc_salario_real_efetivo;Monthly;8;sdiff12;1;159;True;True;True;False;3;True;True
pnadc_salario_real_efetivo;Monthly;9;sdiff12→diff;2;158;True;True;True;False;3;True;True
pnadc_salario_real_efetivo;Monthly;10;log→sdiff12;3;159;True;True;True;False;3;True;True
pnadc_salario_real_efetivo;Monthly;11;log→sdiff12→diff;4;158;True;True;True;False;3;True;True
pnadc_salario_real_efetivo;Monthly;12;boxcox→sdiff12→diff;3;158;True;True;True;False;3;True;True
pnadc_salario_real_efetivo;Monthly;13;mom_pct;1;170;False;True;True;False;2;False;True
pnadc_salario_real_efetivo;Monthly;14;yoy_pct_monthly;1;159;True;True;True;False;3;True;True
pnadc_salario_real_com_carteira;Monthly;0;nível;0;171;False;False;False;False;0;False;True
pnadc_salario_real_com_carteira;Monthly;1;diff;1;170;True;True;True;True;4;True;True
pnadc_salario_real_com_carteira;Monthly;2;log;1;171;False;False;False;False;0;False;True
pnadc_salario_real_com_carteira;Monthly;3;log→diff;3;170;True;True;True;True;4;True;True
pnadc_salario_real_com_carteira;Monthly;4;boxcox;1;171;False;False;False;False;0;False;True
pnadc_salario_real_com_carteira;Monthly;5;boxcox→diff;2;170;True;True;True;True;4;True;True
pnadc_salario_real_com_carteira;Monthly;6;yeojohnson;1;171;False;False;False;False;0;False;True
pnadc_salario_real_com_carteira;Monthly;7;yeojohnson→diff;2;170;True;True;True;True;4;True;True
pnadc_salario_real_com_carteira;Monthly;8;sdiff12;1;159;False;True;False;True;2;False;True
pnadc_salario_real_com_carteira;Monthly;9;sdiff12→diff;2;158;True;True;True;True;4;True;True
pnadc_salario_real_com_carteira;Monthly;10;log→sdiff12;3;159;True;True;False;True;3;True;True
pnadc_salario_real_com_carteira;Monthly;11;log→sdiff12→diff;4;158;True;True;True;True;4;True;True
pnadc_salario_real_com_carteira;Monthly;12;boxcox→sdiff12→diff;3;158;True;True;True;True;4;True;True
pnadc_salario_real_com_carteira;Monthly;13;mom_pct;1;170;True;True;True;True;4;True;True
pnadc_salario_real_com_carteira;Monthly;14;yoy_pct_monthly;1;159;True;True;False;True;3;True;True
pnadc_salario_real_sem_carteira;Monthly;0;nível;0;171;False;False;False;False;0;False;True
pnadc_salario_real_sem_carteira;Monthly;1;diff;1;170;True;True;True;True;4;True;True
pnadc_salario_real_sem_carteira;Monthly;2;log;1;171;False;False;False;False;0;False;True
pnadc_salario_real_sem_carteira;Monthly;3;log→diff;3;170;True;True;True;True;4;True;True
pnadc_salario_real_sem_carteira;Monthly;4;boxcox;1;171;;False;;;0;False;True
pnadc_salario_real_sem_carteira;Monthly;5;boxcox→diff;2;170;;;;;0;False;True
pnadc_salario_real_sem_carteira;Monthly;6;yeojohnson;1;171;;False;;;0;False;True
pnadc_salario_real_sem_carteira;Monthly;7;yeojohnson→diff;2;170;;;;;0;False;True
pnadc_salario_real_sem_carteira;Monthly;8;sdiff12;1;159;False;True;True;False;2;False;True
pnadc_salario_real_sem_carteira;Monthly;9;sdiff12→diff;2;158;True;True;True;False;3;True;True
pnadc_salario_real_sem_carteira;Monthly;10;log→sdiff12;3;159;False;True;True;False;2;False;True
pnadc_salario_real_sem_carteira;Monthly;11;log→sdiff12→diff;4;158;True;True;True;False;3;True;True
pnadc_salario_real_sem_carteira;Monthly;12;boxcox→sdiff12→diff;3;158;;;;;0;False;True
pnadc_salario_real_sem_carteira;Monthly;13;mom_pct;1;170;True;True;True;True;4;True;True
pnadc_salario_real_sem_carteira;Monthly;14;yoy_pct_monthly;1;159;False;True;True;False;2;False;True
pnadc_salario_real_setor_privado;Monthly;0;nível;0;171;False;False;False;False;0;False;True
pnadc_salario_real_setor_privado;Monthly;1;diff;1;170;True;True;True;True;4;True;True
pnadc_salario_real_setor_privado;Monthly;2;log;1;171;False;False;False;False;0;False;True
pnadc_salario_real_setor_privado;Monthly;3;log→diff;3;170;True;True;True;True;4;True;True
pnadc_salario_real_setor_privado;Monthly;4;boxcox;1;171;;False;;;0;False;True
pnadc_salario_real_setor_privado;Monthly;5;boxcox→diff;2;170;;;;;0;False;True
pnadc_salario_real_setor_privado;Monthly;6;yeojohnson;1;171;;False;;;0;False;True
pnadc_salario_real_setor_privado;Monthly;7;yeojohnson→diff;2;170;;;;;0;False;True
pnadc_salario_real_setor_privado;Monthly;8;sdiff12;1;159;False;True;False;True;2;False;True
pnadc_salario_real_setor_privado;Monthly;9;sdiff12→diff;2;158;True;True;True;True;4;True;True
pnadc_salario_real_setor_privado;Monthly;10;log→sdiff12;3;159;False;True;False;True;2;False;True
pnadc_salario_real_setor_privado;Monthly;11;log→sdiff12→diff;4;158;True;True;True;True;4;True;True
pnadc_salario_real_setor_privado;Monthly;12;boxcox→sdiff12→diff;3;158;;;;;0;False;True
pnadc_salario_real_setor_privado;Monthly;13;mom_pct;1;170;True;True;True;True;4;True;True
pnadc_salario_real_setor_privado;Monthly;14;yoy_pct_monthly;1;159;False;True;False;True;2;False;True
pnadc_salario_real_setor_publico;Monthly;0;nível;0;171;False;False;False;False;0;False;True
pnadc_salario_real_setor_publico;Monthly;1;diff;1;170;True;True;True;True;4;True;True
pnadc_salario_real_setor_publico;Monthly;2;log;1;171;False;False;False;False;0;False;True
pnadc_salario_real_setor_publico;Monthly;3;log→diff;3;170;True;True;True;True;4;True;True
pnadc_salario_real_setor_publico;Monthly;4;boxcox;1;171;False;False;False;False;0;False;True
pnadc_salario_real_setor_publico;Monthly;5;boxcox→diff;2;170;True;True;True;True;4;True;True
pnadc_salario_real_setor_publico;Monthly;6;yeojohnson;1;171;False;False;False;False;0;False;True
pnadc_salario_real_setor_publico;Monthly;7;yeojohnson→diff;2;170;True;True;True;True;4;True;True
pnadc_salario_real_setor_publico;Monthly;8;sdiff12;1;159;False;True;False;True;2;False;True
pnadc_salario_real_setor_publico;Monthly;9;sdiff12→diff;2;158;True;True;True;True;4;True;True
pnadc_salario_real_setor_publico;Monthly;10;log→sdiff12;3;159;False;True;False;False;1;False;True
pnadc_salario_real_setor_publico;Monthly;11;log→sdiff12→diff;4;158;True;True;True;True;4;True;True
pnadc_salario_real_setor_publico;Monthly;12;boxcox→sdiff12→diff;3;158;True;True;True;True;4;True;True
pnadc_salario_real_setor_publico;Monthly;13;mom_pct;1;170;True;True;True;True;4;True;True
pnadc_salario_real_setor_publico;Monthly;14;yoy_pct_monthly;1;159;False;True;False;True;2;False;True
pnadc_salario_real_conta_propria;Monthly;0;nível;0;171;False;False;False;False;0;False;True
pnadc_salario_real_conta_propria;Monthly;1;diff;1;170;True;False;True;True;3;True;True
pnadc_salario_real_conta_propria;Monthly;2;log;1;171;False;False;False;False;0;False;True
pnadc_salario_real_conta_propria;Monthly;3;log→diff;3;170;True;True;True;True;4;True;True
pnadc_salario_real_conta_propria;Monthly;4;boxcox;1;171;;False;;;0;False;True
pnadc_salario_real_conta_propria;Monthly;5;boxcox→diff;2;170;;;;;0;False;True
pnadc_salario_real_conta_propria;Monthly;6;yeojohnson;1;171;;False;;;0;False;True
pnadc_salario_real_conta_propria;Monthly;7;yeojohnson→diff;2;170;;;;;0;False;True
pnadc_salario_real_conta_propria;Monthly;8;sdiff12;1;159;False;False;False;False;0;False;True
pnadc_salario_real_conta_propria;Monthly;9;sdiff12→diff;2;158;True;True;True;True;4;True;True
pnadc_salario_real_conta_propria;Monthly;10;log→sdiff12;3;159;False;False;False;False;0;False;True
pnadc_salario_real_conta_propria;Monthly;11;log→sdiff12→diff;4;158;True;True;True;True;4;True;True
pnadc_salario_real_conta_propria;Monthly;12;boxcox→sdiff12→diff;3;158;;;;;0;False;True
pnadc_salario_real_conta_propria;Monthly;13;mom_pct;1;170;True;True;True;True;4;True;True
pnadc_salario_real_conta_propria;Monthly;14;yoy_pct_monthly;1;159;False;False;False;False;0;False;True
pnadc_salario_real_empregadores;Monthly;0;nível;0;171;False;True;False;False;1;False;True
pnadc_salario_real_empregadores;Monthly;1;diff;1;170;True;True;True;True;4;True;True
pnadc_salario_real_empregadores;Monthly;2;log;1;171;False;True;False;True;2;False;True
pnadc_salario_real_empregadores;Monthly;3;log→diff;3;170;True;True;True;True;4;True;True
pnadc_salario_real_empregadores;Monthly;4;boxcox;1;171;False;True;False;False;1;False;True
pnadc_salario_real_empregadores;Monthly;5;boxcox→diff;2;170;True;True;True;True;4;True;True
pnadc_salario_real_empregadores;Monthly;6;yeojohnson;1;171;False;True;False;False;1;False;True
pnadc_salario_real_empregadores;Monthly;7;yeojohnson→diff;2;170;True;True;True;True;4;True;True
pnadc_salario_real_empregadores;Monthly;8;sdiff12;1;159;False;True;True;True;3;True;True
pnadc_salario_real_empregadores;Monthly;9;sdiff12→diff;2;158;True;True;True;False;3;True;True
pnadc_salario_real_empregadores;Monthly;10;log→sdiff12;3;159;True;True;True;True;4;True;True
pnadc_salario_real_empregadores;Monthly;11;log→sdiff12→diff;4;158;True;True;True;False;3;True;True
pnadc_salario_real_empregadores;Monthly;12;boxcox→sdiff12→diff;3;158;True;True;True;False;3;True;True
pnadc_salario_real_empregadores;Monthly;13;mom_pct;1;170;True;True;True;True;4;True;True
pnadc_salario_real_empregadores;Monthly;14;yoy_pct_monthly;1;159;True;True;True;True;4;True;True
pnadc_massa_salarial_efetiva;Monthly;0;nível;0;171;False;False;False;False;0;False;True
pnadc_massa_salarial_efetiva;Monthly;1;diff;1;170;False;True;True;False;2;False;True
pnadc_massa_salarial_efetiva;Monthly;2;log;1;171;False;False;True;False;1;False;True
pnadc_massa_salarial_efetiva;Monthly;3;log→diff;3;170;False;True;True;False;2;False;True
pnadc_massa_salarial_efetiva;Monthly;4;boxcox;1;171;False;False;True;False;1;False;True
pnadc_massa_salarial_efetiva;Monthly;5;boxcox→diff;2;170;False;True;True;False;2;False;True
pnadc_massa_salarial_efetiva;Monthly;6;yeojohnson;1;171;False;False;True;False;1;False;True
pnadc_massa_salarial_efetiva;Monthly;7;yeojohnson→diff;2;170;False;True;True;False;2;False;True
pnadc_massa_salarial_efetiva;Monthly;8;sdiff12;1;159;False;True;True;False;2;False;True
pnadc_massa_salarial_efetiva;Monthly;9;sdiff12→diff;2;158;True;True;True;False;3;True;True
pnadc_massa_salarial_efetiva;Monthly;10;log→sdiff12;3;159;True;True;True;False;3;True;True
pnadc_massa_salarial_efetiva;Monthly;11;log→sdiff12→diff;4;158;True;True;True;False;3;True;True
pnadc_massa_salarial_efetiva;Monthly;12;boxcox→sdiff12→diff;3;158;True;True;True;False;3;True;True
pnadc_massa_salarial_efetiva;Monthly;13;mom_pct;1;170;False;True;True;False;2;False;True
pnadc_massa_salarial_efetiva;Monthly;14;yoy_pct_monthly;1;159;True;True;True;False;3;True;True
pnadc_massa_salarial_habitual;Monthly;0;nível;0;171;False;False;False;False;0;False;True
pnadc_massa_salarial_habitual;Monthly;1;diff;1;170;True;False;True;True;3;True;True
pnadc_massa_salarial_habitual;Monthly;2;log;1;171;False;False;False;False;0;False;True
pnadc_massa_salarial_habitual;Monthly;3;log→diff;3;170;True;True;True;True;4;True;True
pnadc_massa_salarial_habitual;Monthly;4;boxcox;1;171;;;;;0;False;True
pnadc_massa_salarial_habitual;Monthly;5;boxcox→diff;2;170;;;;;0;False;True
pnadc_massa_salarial_habitual;Monthly;6;yeojohnson;1;171;;;;;0;False;True
pnadc_massa_salarial_habitual;Monthly;7;yeojohnson→diff;2;170;;;;;0;False;True
pnadc_massa_salarial_habitual;Monthly;8;sdiff12;1;159;False;False;False;True;1;False;True
pnadc_massa_salarial_habitual;Monthly;9;sdiff12→diff;2;158;False;True;True;True;3;True;True
pnadc_massa_salarial_habitual;Monthly;10;log→sdiff12;3;159;False;False;False;True;1;False;True
pnadc_massa_salarial_habitual;Monthly;11;log→sdiff12→diff;4;158;False;True;True;True;3;True;True
pnadc_massa_salarial_habitual;Monthly;12;boxcox→sdiff12→diff;3;158;;;;;0;False;True
pnadc_massa_salarial_habitual;Monthly;13;mom_pct;1;170;True;True;True;True;4;True;True
pnadc_massa_salarial_habitual;Monthly;14;yoy_pct_monthly;1;159;False;False;False;True;1;False;True
renda_disponivel_familias_restrita;Monthly;0;nível;0;279;False;False;False;False;0;False;True
renda_disponivel_familias_restrita;Monthly;1;diff;1;278;True;True;True;True;4;True;True
renda_disponivel_familias_restrita;Monthly;2;log;1;279;False;False;False;False;0;False;True
renda_disponivel_familias_restrita;Monthly;3;log→diff;3;278;True;True;True;True;4;True;True
renda_disponivel_familias_restrita;Monthly;4;boxcox;1;279;False;False;False;False;0;False;True
renda_disponivel_familias_restrita;Monthly;5;boxcox→diff;2;278;True;True;True;True;4;True;True
renda_disponivel_familias_restrita;Monthly;6;yeojohnson;1;279;False;False;False;False;0;False;True
renda_disponivel_familias_restrita;Monthly;7;yeojohnson→diff;2;278;True;True;True;True;4;True;True
renda_disponivel_familias_restrita;Monthly;8;sdiff12;1;267;True;True;True;True;4;True;True
renda_disponivel_familias_restrita;Monthly;9;sdiff12→diff;2;266;True;True;True;True;4;True;True
renda_disponivel_familias_restrita;Monthly;10;log→sdiff12;3;267;False;True;True;False;2;False;True
renda_disponivel_familias_restrita;Monthly;11;log→sdiff12→diff;4;266;True;True;True;False;3;True;True
renda_disponivel_familias_restrita;Monthly;12;boxcox→sdiff12→diff;3;266;True;True;True;True;4;True;True
renda_disponivel_familias_restrita;Monthly;13;mom_pct;1;278;True;True;True;True;4;True;True
renda_disponivel_familias_restrita;Monthly;14;yoy_pct_monthly;1;267;False;True;True;False;2;False;True
tx_desemprego;Monthly;0;nível;0;171;False;True;False;False;1;False;True
tx_desemprego;Monthly;1;diff;1;170;False;True;True;True;3;True;True
tx_desemprego;Monthly;2;log;1;171;False;True;False;False;1;False;True
tx_desemprego;Monthly;3;log→diff;3;170;True;False;True;True;3;True;True
tx_desemprego;Monthly;4;boxcox;1;171;False;True;False;False;1;False;True
tx_desemprego;Monthly;5;boxcox→diff;2;170;True;False;True;True;3;True;True
tx_desemprego;Monthly;6;yeojohnson;1;171;False;True;False;False;1;False;True
tx_desemprego;Monthly;7;yeojohnson→diff;2;170;True;False;True;True;3;True;True
tx_desemprego;Monthly;8;sdiff12;1;159;False;False;False;True;1;False;True
tx_desemprego;Monthly;9;sdiff12→diff;2;158;True;True;True;True;4;True;True
tx_desemprego;Monthly;10;log→sdiff12;3;159;False;False;False;True;1;False;True
tx_desemprego;Monthly;11;log→sdiff12→diff;4;158;True;True;True;True;4;True;True
tx_desemprego;Monthly;12;boxcox→sdiff12→diff;3;158;True;True;True;True;4;True;True
tx_desemprego;Monthly;13;mom_pct;1;170;True;False;True;True;3;True;True
tx_desemprego;Monthly;14;yoy_pct_monthly;1;159;False;False;False;True;1;False;True
ipca_alimentacao;Monthly;0;nível;0;366;True;True;True;True;4;True;True
ipca_alimentacao;Monthly;1;diff;1;365;True;True;True;True;4;True;True
ipca_alimentacao;Monthly;2;log;1;0;;;;;0;False;False
ipca_alimentacao;Monthly;3;log→diff;3;0;;;;;0;False;False
ipca_alimentacao;Monthly;4;boxcox;1;0;;;;;0;False;False
ipca_alimentacao;Monthly;5;boxcox→diff;2;0;;;;;0;False;False
ipca_alimentacao;Monthly;6;yeojohnson;1;366;True;True;True;True;4;True;True
ipca_alimentacao;Monthly;7;yeojohnson→diff;2;365;True;True;True;False;3;True;True
ipca_alimentacao;Monthly;8;sdiff12;1;354;True;True;True;True;4;True;True
ipca_alimentacao;Monthly;9;sdiff12→diff;2;353;True;True;True;False;3;True;True
ipca_alimentacao;Monthly;10;log→sdiff12;3;0;;;;;0;False;False
ipca_alimentacao;Monthly;11;log→sdiff12→diff;4;0;;;;;0;False;False
ipca_alimentacao;Monthly;12;boxcox→sdiff12→diff;3;0;;;;;0;False;False
ipca_alimentacao;Monthly;13;mom_pct;1;365;True;True;True;True;4;True;True
ipca_alimentacao;Monthly;14;yoy_pct_monthly;1;354;True;True;True;True;4;True;True
ipca_habitacao;Monthly;0;nível;0;366;True;True;True;False;3;True;True
ipca_habitacao;Monthly;1;diff;1;365;True;True;True;True;4;True;True
ipca_habitacao;Monthly;2;log;1;0;;;;;0;False;False
ipca_habitacao;Monthly;3;log→diff;3;0;;;;;0;False;False
ipca_habitacao;Monthly;4;boxcox;1;0;;;;;0;False;False
ipca_habitacao;Monthly;5;boxcox→diff;2;0;;;;;0;False;False
ipca_habitacao;Monthly;6;yeojohnson;1;366;True;True;True;False;3;True;True
ipca_habitacao;Monthly;7;yeojohnson→diff;2;365;True;True;True;True;4;True;True
ipca_habitacao;Monthly;8;sdiff12;1;354;True;True;True;False;3;True;True
ipca_habitacao;Monthly;9;sdiff12→diff;2;353;True;True;True;True;4;True;True
ipca_habitacao;Monthly;10;log→sdiff12;3;0;;;;;0;False;False
ipca_habitacao;Monthly;11;log→sdiff12→diff;4;0;;;;;0;False;False
ipca_habitacao;Monthly;12;boxcox→sdiff12→diff;3;0;;;;;0;False;False
ipca_habitacao;Monthly;13;mom_pct;1;365;True;True;True;True;4;True;True
ipca_habitacao;Monthly;14;yoy_pct_monthly;1;354;True;True;True;True;4;True;True
ipca_artigos_resid;Monthly;0;nível;0;366;True;True;True;True;4;True;True
ipca_artigos_resid;Monthly;1;diff;1;365;True;True;True;True;4;True;True
ipca_artigos_resid;Monthly;2;log;1;0;;;;;0;False;False
ipca_artigos_resid;Monthly;3;log→diff;3;0;;;;;0;False;False
ipca_artigos_resid;Monthly;4;boxcox;1;0;;;;;0;False;False
ipca_artigos_resid;Monthly;5;boxcox→diff;2;0;;;;;0;False;False
ipca_artigos_resid;Monthly;6;yeojohnson;1;366;True;True;True;True;4;True;True
ipca_artigos_resid;Monthly;7;yeojohnson→diff;2;365;True;True;True;True;4;True;True
ipca_artigos_resid;Monthly;8;sdiff12;1;354;True;True;True;True;4;True;True
ipca_artigos_resid;Monthly;9;sdiff12→diff;2;353;True;True;True;True;4;True;True
ipca_artigos_resid;Monthly;10;log→sdiff12;3;0;;;;;0;False;False
ipca_artigos_resid;Monthly;11;log→sdiff12→diff;4;0;;;;;0;False;False
ipca_artigos_resid;Monthly;12;boxcox→sdiff12→diff;3;0;;;;;0;False;False
ipca_artigos_resid;Monthly;13;mom_pct;1;365;True;True;True;True;4;True;True
ipca_artigos_resid;Monthly;14;yoy_pct_monthly;1;354;True;True;True;True;4;True;True
ipca_vestuario;Monthly;0;nível;0;366;True;True;True;True;4;True;True
ipca_vestuario;Monthly;1;diff;1;365;True;True;True;False;3;True;True
ipca_vestuario;Monthly;2;log;1;0;;;;;0;False;False
ipca_vestuario;Monthly;3;log→diff;3;0;;;;;0;False;False
ipca_vestuario;Monthly;4;boxcox;1;0;;;;;0;False;False
ipca_vestuario;Monthly;5;boxcox→diff;2;0;;;;;0;False;False
ipca_vestuario;Monthly;6;yeojohnson;1;366;True;True;True;True;4;True;True
ipca_vestuario;Monthly;7;yeojohnson→diff;2;365;True;True;True;False;3;True;True
ipca_vestuario;Monthly;8;sdiff12;1;354;True;True;True;True;4;True;True
ipca_vestuario;Monthly;9;sdiff12→diff;2;353;True;True;True;False;3;True;True
ipca_vestuario;Monthly;10;log→sdiff12;3;0;;;;;0;False;False
ipca_vestuario;Monthly;11;log→sdiff12→diff;4;0;;;;;0;False;False
ipca_vestuario;Monthly;12;boxcox→sdiff12→diff;3;0;;;;;0;False;False
ipca_vestuario;Monthly;13;mom_pct;1;365;True;True;True;False;3;True;True
ipca_vestuario;Monthly;14;yoy_pct_monthly;1;354;True;False;True;True;3;True;True
ipca_transportes;Monthly;0;nível;0;323;True;True;True;True;4;True;True
ipca_transportes;Monthly;1;diff;1;322;True;True;True;True;4;True;True
ipca_transportes;Monthly;2;log;1;0;;;;;0;False;False
ipca_transportes;Monthly;3;log→diff;3;0;;;;;0;False;False
ipca_transportes;Monthly;4;boxcox;1;0;;;;;0;False;False
ipca_transportes;Monthly;5;boxcox→diff;2;0;;;;;0;False;False
ipca_transportes;Monthly;6;yeojohnson;1;323;True;True;True;True;4;True;True
ipca_transportes;Monthly;7;yeojohnson→diff;2;322;True;True;True;True;4;True;True
ipca_transportes;Monthly;8;sdiff12;1;311;True;True;True;True;4;True;True
ipca_transportes;Monthly;9;sdiff12→diff;2;310;True;True;True;False;3;True;True
ipca_transportes;Monthly;10;log→sdiff12;3;0;;;;;0;False;False
ipca_transportes;Monthly;11;log→sdiff12→diff;4;0;;;;;0;False;False
ipca_transportes;Monthly;12;boxcox→sdiff12→diff;3;0;;;;;0;False;False
ipca_transportes;Monthly;13;mom_pct;1;322;True;True;True;True;4;True;True
ipca_transportes;Monthly;14;yoy_pct_monthly;1;311;True;True;True;True;4;True;True
ipca_saude;Monthly;0;nível;0;366;True;True;True;False;3;True;True
ipca_saude;Monthly;1;diff;1;365;True;True;True;False;3;True;True
ipca_saude;Monthly;2;log;1;0;;;;;0;False;False
ipca_saude;Monthly;3;log→diff;3;0;;;;;0;False;False
ipca_saude;Monthly;4;boxcox;1;0;;;;;0;False;False
ipca_saude;Monthly;5;boxcox→diff;2;0;;;;;0;False;False
ipca_saude;Monthly;6;yeojohnson;1;366;True;True;True;False;3;True;True
ipca_saude;Monthly;7;yeojohnson→diff;2;365;True;True;True;False;3;True;True
ipca_saude;Monthly;8;sdiff12;1;354;True;True;True;False;3;True;True
ipca_saude;Monthly;9;sdiff12→diff;2;353;True;True;True;False;3;True;True
ipca_saude;Monthly;10;log→sdiff12;3;0;;;;;0;False;False
ipca_saude;Monthly;11;log→sdiff12→diff;4;0;;;;;0;False;False
ipca_saude;Monthly;12;boxcox→sdiff12→diff;3;0;;;;;0;False;False
ipca_saude;Monthly;13;mom_pct;1;365;True;True;True;True;4;True;True
ipca_saude;Monthly;14;yoy_pct_monthly;1;354;True;True;True;True;4;True;True
ipca_despesas_pess;Monthly;0;nível;0;366;False;True;True;False;2;False;True
ipca_despesas_pess;Monthly;1;diff;1;365;True;False;True;False;2;False;True
ipca_despesas_pess;Monthly;2;log;1;0;;;;;0;False;False
ipca_despesas_pess;Monthly;3;log→diff;3;0;;;;;0;False;False
ipca_despesas_pess;Monthly;4;boxcox;1;0;;;;;0;False;False
