variable;frequency;pipeline_id;pipeline;n_steps;n_obs;ADF;KPSS;Phillips-Perron;DFGLS;n_stationary;is_stationary;applicable
pim_industria_extrativa;Monthly;0;nível;0;293;True;False;False;False;1;False;True
pim_industria_extrativa;Monthly;1;diff;1;292;True;True;True;True;4;True;True
pim_industria_extrativa;Monthly;2;log;1;293;True;False;False;False;1;False;True
pim_industria_extrativa;Monthly;3;log→diff;3;292;True;True;True;True;4;True;True
pim_industria_extrativa;Monthly;4;boxcox;1;293;False;False;False;False;0;False;True
pim_industria_extrativa;Monthly;5;boxcox→diff;2;292;True;True;True;True;4;True;True
pim_industria_extrativa;Monthly;6;yeojohnson;1;293;False;False;False;False;0;False;True
pim_industria_extrativa;Monthly;7;yeojohnson→diff;2;292;True;True;True;True;4;True;True
pim_industria_extrativa;Monthly;8;sdiff12;1;281;True;True;True;True;4;True;True
pim_industria_extrativa;Monthly;9;sdiff12→diff;2;280;True;True;True;True;4;True;True
pim_industria_extrativa;Monthly;10;log→sdiff12;3;281;True;True;True;True;4;True;True
pim_industria_extrativa;Monthly;11;log→sdiff12→diff;4;280;True;True;True;True;4;True;True
pim_industria_extrativa;Monthly;12;boxcox→sdiff12→diff;3;280;True;True;True;True;4;True;True
pim_industria_extrativa;Monthly;13;mom_pct;1;292;True;True;True;True;4;True;True
pim_industria_extrativa;Monthly;14;yoy_pct_monthly;1;281;True;True;True;True;4;True;True
pim_industria_transformacao;Monthly;0;nível;0;293;False;False;False;False;0;False;True
pim_industria_transformacao;Monthly;1;diff;1;292;True;True;True;True;4;True;True
pim_industria_transformacao;Monthly;2;log;1;293;True;False;False;False;1;False;True
pim_industria_transformacao;Monthly;3;log→diff;3;292;True;True;True;True;4;True;True
pim_industria_transformacao;Monthly;4;boxcox;1;293;True;False;False;False;1;False;True
pim_industria_transformacao;Monthly;5;boxcox→diff;2;292;True;True;True;True;4;True;True
pim_industria_transformacao;Monthly;6;yeojohnson;1;293;True;False;False;False;1;False;True
pim_industria_transformacao;Monthly;7;yeojohnson→diff;2;292;True;True;True;True;4;True;True
pim_industria_transformacao;Monthly;8;sdiff12;1;281;True;True;True;True;4;True;True
pim_industria_transformacao;Monthly;9;sdiff12→diff;2;280;True;True;True;True;4;True;True
pim_industria_transformacao;Monthly;10;log→sdiff12;3;281;True;True;True;True;4;True;True
pim_industria_transformacao;Monthly;11;log→sdiff12→diff;4;280;True;True;True;True;4;True;True
pim_industria_transformacao;Monthly;12;boxcox→sdiff12→diff;3;280;True;True;True;True;4;True;True
pim_industria_transformacao;Monthly;13;mom_pct;1;292;True;True;True;True;4;True;True
pim_industria_transformacao;Monthly;14;yoy_pct_monthly;1;281;True;True;True;True;4;True;True
pim_bens_capital;Monthly;0;nível;0;293;False;True;False;False;1;False;True
pim_bens_capital;Monthly;1;diff;1;292;True;True;True;True;4;True;True
pim_bens_capital;Monthly;2;log;1;293;False;True;False;False;1;False;True
pim_bens_capital;Monthly;3;log→diff;3;292;True;True;True;True;4;True;True
pim_bens_capital;Monthly;4;boxcox;1;293;False;True;False;False;1;False;True
pim_bens_capital;Monthly;5;boxcox→diff;2;292;True;True;True;True;4;True;True
pim_bens_capital;Monthly;6;yeojohnson;1;293;False;True;False;False;1;False;True
pim_bens_capital;Monthly;7;yeojohnson→diff;2;292;True;True;True;True;4;True;True
pim_bens_capital;Monthly;8;sdiff12;1;281;True;True;True;True;4;True;True
pim_bens_capital;Monthly;9;sdiff12→diff;2;280;True;True;True;True;4;True;True
pim_bens_capital;Monthly;10;log→sdiff12;3;281;True;True;True;True;4;True;True
pim_bens_capital;Monthly;11;log→sdiff12→diff;4;280;True;True;True;True;4;True;True
pim_bens_capital;Monthly;12;boxcox→sdiff12→diff;3;280;True;True;True;True;4;True;True
pim_bens_capital;Monthly;13;mom_pct;1;292;True;True;True;True;4;True;True
pim_bens_capital;Monthly;14;yoy_pct_monthly;1;281;True;True;True;True;4;True;True
pim_bens_intermediarios;Monthly;0;nível;0;293;False;False;False;False;0;False;True
pim_bens_intermediarios;Monthly;1;diff;1;292;True;True;True;True;4;True;True
pim_bens_intermediarios;Monthly;2;log;1;293;True;False;False;False;1;False;True
pim_bens_intermediarios;Monthly;3;log→diff;3;292;True;True;True;True;4;True;True
pim_bens_intermediarios;Monthly;4;boxcox;1;293;True;False;False;False;1;False;True
pim_bens_intermediarios;Monthly;5;boxcox→diff;2;292;True;True;True;True;4;True;True
pim_bens_intermediarios;Monthly;6;yeojohnson;1;293;True;False;False;False;1;False;True
pim_bens_intermediarios;Monthly;7;yeojohnson→diff;2;292;True;True;True;True;4;True;True
pim_bens_intermediarios;Monthly;8;sdiff12;1;281;True;True;True;True;4;True;True
pim_bens_intermediarios;Monthly;9;sdiff12→diff;2;280;True;True;True;True;4;True;True
pim_bens_intermediarios;Monthly;10;log→sdiff12;3;281;True;True;True;True;4;True;True
pim_bens_intermediarios;Monthly;11;log→sdiff12→diff;4;280;True;True;True;True;4;True;True
pim_bens_intermediarios;Monthly;12;boxcox→sdiff12→diff;3;280;True;True;True;True;4;True;True
pim_bens_intermediarios;Monthly;13;mom_pct;1;292;True;True;True;True;4;True;True
pim_bens_intermediarios;Monthly;14;yoy_pct_monthly;1;281;True;True;True;True;4;True;True
pim_bens_consumo;Monthly;0;nível;0;293;False;False;False;False;0;False;True
pim_bens_consumo;Monthly;1;diff;1;292;True;True;True;True;4;True;True
pim_bens_consumo;Monthly;2;log;1;293;False;False;True;False;1;False;True
pim_bens_consumo;Monthly;3;log→diff;3;292;True;True;True;True;4;True;True
pim_bens_consumo;Monthly;4;boxcox;1;293;False;False;False;False;0;False;True
pim_bens_consumo;Monthly;5;boxcox→diff;2;292;True;True;True;True;4;True;True
pim_bens_consumo;Monthly;6;yeojohnson;1;293;False;False;False;False;0;False;True
pim_bens_consumo;Monthly;7;yeojohnson→diff;2;292;True;True;True;True;4;True;True
pim_bens_consumo;Monthly;8;sdiff12;1;281;True;True;True;True;4;True;True
pim_bens_consumo;Monthly;9;sdiff12→diff;2;280;True;True;True;False;3;True;True
pim_bens_consumo;Monthly;10;log→sdiff12;3;281;True;True;True;True;4;True;True
pim_bens_consumo;Monthly;11;log→sdiff12→diff;4;280;True;True;True;False;3;True;True
pim_bens_consumo;Monthly;12;boxcox→sdiff12→diff;3;280;True;True;True;True;4;True;True
pim_bens_consumo;Monthly;13;mom_pct;1;292;True;True;True;True;4;True;True
pim_bens_consumo;Monthly;14;yoy_pct_monthly;1;281;True;True;True;True;4;True;True
pim_bens_duraveis;Monthly;0;nível;0;293;False;False;True;False;1;False;True
pim_bens_duraveis;Monthly;1;diff;1;292;True;True;True;True;4;True;True
pim_bens_duraveis;Monthly;2;log;1;293;True;False;True;False;2;False;True
pim_bens_duraveis;Monthly;3;log→diff;3;292;True;True;True;True;4;True;True
pim_bens_duraveis;Monthly;4;boxcox;1;293;False;False;True;False;1;False;True
pim_bens_duraveis;Monthly;5;boxcox→diff;2;292;True;True;True;True;4;True;True
pim_bens_duraveis;Monthly;6;yeojohnson;1;293;False;False;True;False;1;False;True
pim_bens_duraveis;Monthly;7;yeojohnson→diff;2;292;True;True;True;True;4;True;True
pim_bens_duraveis;Monthly;8;sdiff12;1;281;True;True;True;True;4;True;True
pim_bens_duraveis;Monthly;9;sdiff12→diff;2;280;True;True;True;False;3;True;True
pim_bens_duraveis;Monthly;10;log→sdiff12;3;281;True;True;True;True;4;True;True
pim_bens_duraveis;Monthly;11;log→sdiff12→diff;4;280;True;True;True;False;3;True;True
pim_bens_duraveis;Monthly;12;boxcox→sdiff12→diff;3;280;True;True;True;False;3;True;True
pim_bens_duraveis;Monthly;13;mom_pct;1;292;True;True;True;True;4;True;True
pim_bens_duraveis;Monthly;14;yoy_pct_monthly;1;281;True;True;True;True;4;True;True
pim_bens_semi_e_nao_duraveis;Monthly;0;nível;0;293;False;False;True;False;1;False;True
pim_bens_semi_e_nao_duraveis;Monthly;1;diff;1;292;True;True;True;True;4;True;True
pim_bens_semi_e_nao_duraveis;Monthly;2;log;1;293;False;False;True;False;1;False;True
pim_bens_semi_e_nao_duraveis;Monthly;3;log→diff;3;292;True;True;True;True;4;True;True
pim_bens_semi_e_nao_duraveis;Monthly;4;boxcox;1;293;False;False;True;False;1;False;True
pim_bens_semi_e_nao_duraveis;Monthly;5;boxcox→diff;2;292;True;True;True;True;4;True;True
pim_bens_semi_e_nao_duraveis;Monthly;6;yeojohnson;1;293;False;False;True;False;1;False;True
pim_bens_semi_e_nao_duraveis;Monthly;7;yeojohnson→diff;2;292;True;True;True;True;4;True;True
pim_bens_semi_e_nao_duraveis;Monthly;8;sdiff12;1;281;True;True;True;True;4;True;True
pim_bens_semi_e_nao_duraveis;Monthly;9;sdiff12→diff;2;280;True;True;True;False;3;True;True
pim_bens_semi_e_nao_duraveis;Monthly;10;log→sdiff12;3;281;True;True;True;True;4;True;True
pim_bens_semi_e_nao_duraveis;Monthly;11;log→sdiff12→diff;4;280;True;True;True;False;3;True;True
pim_bens_semi_e_nao_duraveis;Monthly;12;boxcox→sdiff12→diff;3;280;True;True;True;False;3;True;True
pim_bens_semi_e_nao_duraveis;Monthly;13;mom_pct;1;292;True;True;True;True;4;True;True
pim_bens_semi_e_nao_duraveis;Monthly;14;yoy_pct_monthly;1;281;True;True;True;True;4;True;True
pim_insumo_constr_civil;Monthly;0;nível;0;173;False;False;False;False;0;False;True
pim_insumo_constr_civil;Monthly;1;diff;1;172;True;True;True;True;4;True;True
pim_insumo_constr_civil;Monthly;2;log;1;173;False;False;False;False;0;False;True
pim_insumo_constr_civil;Monthly;3;log→diff;3;172;True;True;True;True;4;True;True
pim_insumo_constr_civil;Monthly;4;boxcox;1;173;True;False;False;False;1;False;True
pim_insumo_constr_civil;Monthly;5;boxcox→diff;2;172;True;True;True;True;4;True;True
pim_insumo_constr_civil;Monthly;6;yeojohnson;1;173;True;False;False;False;1;False;True
pim_insumo_constr_civil;Monthly;7;yeojohnson→diff;2;172;True;True;True;True;4;True;True
pim_insumo_constr_civil;Monthly;8;sdiff12;1;161;False;True;True;False;2;False;True
pim_insumo_constr_civil;Monthly;9;sdiff12→diff;2;160;True;True;True;False;3;True;True
pim_insumo_constr_civil;Monthly;10;log→sdiff12;3;161;False;True;True;False;2;False;True
pim_insumo_constr_civil;Monthly;11;log→sdiff12→diff;4;160;True;True;True;False;3;True;True
pim_insumo_constr_civil;Monthly;12;boxcox→sdiff12→diff;3;160;True;True;True;False;3;True;True
pim_insumo_constr_civil;Monthly;13;mom_pct;1;172;True;True;True;True;4;True;True
pim_insumo_constr_civil;Monthly;14;yoy_pct_monthly;1;161;False;True;True;True;3;True;True
cons_energ_comercial;Monthly;0;nível;0;365;False;False;False;False;0;False;True
cons_energ_comercial;Monthly;1;diff;1;364;True;True;True;False;3;True;True
cons_energ_comercial;Monthly;2;log;1;365;False;False;False;False;0;False;True
cons_energ_comercial;Monthly;3;log→diff;3;364;True;True;True;False;3;True;True
cons_energ_comercial;Monthly;4;boxcox;1;365;False;False;False;False;0;False;True
cons_energ_comercial;Monthly;5;boxcox→diff;2;364;True;True;True;False;3;True;True
cons_energ_comercial;Monthly;6;yeojohnson;1;365;False;False;False;False;0;False;True
cons_energ_comercial;Monthly;7;yeojohnson→diff;2;364;True;True;True;False;3;True;True
cons_energ_comercial;Monthly;8;sdiff12;1;353;True;True;True;True;4;True;True
cons_energ_comercial;Monthly;9;sdiff12→diff;2;352;True;True;True;False;3;True;True
cons_energ_comercial;Monthly;10;log→sdiff12;3;353;True;True;True;False;3;True;True
cons_energ_comercial;Monthly;11;log→sdiff12→diff;4;352;True;True;True;False;3;True;True
cons_energ_comercial;Monthly;12;boxcox→sdiff12→diff;3;352;True;True;True;True;4;True;True
cons_energ_comercial;Monthly;13;mom_pct;1;364;True;True;True;False;3;True;True
cons_energ_comercial;Monthly;14;yoy_pct_monthly;1;353;True;True;True;False;3;True;True
cons_energ_residencial;Monthly;0;nível;0;365;False;False;False;False;0;False;True
cons_energ_residencial;Monthly;1;diff;1;364;True;True;True;False;3;True;True
cons_energ_residencial;Monthly;2;log;1;365;False;False;False;False;0;False;True
cons_energ_residencial;Monthly;3;log→diff;3;364;True;True;True;False;3;True;True
cons_energ_residencial;Monthly;4;boxcox;1;365;False;False;False;False;0;False;True
cons_energ_residencial;Monthly;5;boxcox→diff;2;364;True;True;True;False;3;True;True
cons_energ_residencial;Monthly;6;yeojohnson;1;365;False;False;False;False;0;False;True
cons_energ_residencial;Monthly;7;yeojohnson→diff;2;364;True;True;True;False;3;True;True
cons_energ_residencial;Monthly;8;sdiff12;1;353;True;True;True;True;4;True;True
cons_energ_residencial;Monthly;9;sdiff12→diff;2;352;True;True;True;False;3;True;True
cons_energ_residencial;Monthly;10;log→sdiff12;3;353;True;True;True;False;3;True;True
cons_energ_residencial;Monthly;11;log→sdiff12→diff;4;352;True;True;True;False;3;True;True
cons_energ_residencial;Monthly;12;boxcox→sdiff12→diff;3;352;True;True;True;False;3;True;True
cons_energ_residencial;Monthly;13;mom_pct;1;364;True;True;True;False;3;True;True
cons_energ_residencial;Monthly;14;yoy_pct_monthly;1;353;True;True;True;False;3;True;True
cons_energ_industrial;Monthly;0;nível;0;365;False;False;False;False;0;False;True
cons_energ_industrial;Monthly;1;diff;1;364;True;True;True;True;4;True;True
cons_energ_industrial;Monthly;2;log;1;365;False;False;False;False;0;False;True
cons_energ_industrial;Monthly;3;log→diff;3;364;True;True;True;True;4;True;True
cons_energ_industrial;Monthly;4;boxcox;1;365;False;False;False;False;0;False;True
cons_energ_industrial;Monthly;5;boxcox→diff;2;364;True;True;True;True;4;True;True
cons_energ_industrial;Monthly;6;yeojohnson;1;365;False;False;False;False;0;False;True
cons_energ_industrial;Monthly;7;yeojohnson→diff;2;364;True;True;True;True;4;True;True
cons_energ_industrial;Monthly;8;sdiff12;1;353;True;True;True;True;4;True;True
cons_energ_industrial;Monthly;9;sdiff12→diff;2;352;True;True;True;True;4;True;True
cons_energ_industrial;Monthly;10;log→sdiff12;3;353;True;True;True;True;4;True;True
cons_energ_industrial;Monthly;11;log→sdiff12→diff;4;352;True;True;True;True;4;True;True
cons_energ_industrial;Monthly;12;boxcox→sdiff12→diff;3;352;True;True;True;True;4;True;True
cons_energ_industrial;Monthly;13;mom_pct;1;364;True;True;True;True;4;True;True
cons_energ_industrial;Monthly;14;yoy_pct_monthly;1;353;True;True;True;True;4;True;True
cons_energ_outros;Monthly;0;nível;0;365;False;False;False;False;0;False;True
cons_energ_outros;Monthly;1;diff;1;364;True;True;True;False;3;True;True
cons_energ_outros;Monthly;2;log;1;365;False;False;False;False;0;False;True
cons_energ_outros;Monthly;3;log→diff;3;364;True;True;True;False;3;True;True
cons_energ_outros;Monthly;4;boxcox;1;365;False;False;False;False;0;False;True
cons_energ_outros;Monthly;5;boxcox→diff;2;364;True;True;True;False;3;True;True
cons_energ_outros;Monthly;6;yeojohnson;1;365;False;False;False;False;0;False;True
cons_energ_outros;Monthly;7;yeojohnson→diff;2;364;True;True;True;False;3;True;True
cons_energ_outros;Monthly;8;sdiff12;1;353;True;True;True;True;4;True;True
cons_energ_outros;Monthly;9;sdiff12→diff;2;352;True;True;True;False;3;True;True
cons_energ_outros;Monthly;10;log→sdiff12;3;353;True;True;True;True;4;True;True
cons_energ_outros;Monthly;11;log→sdiff12→diff;4;352;True;True;True;False;3;True;True
cons_energ_outros;Monthly;12;boxcox→sdiff12→diff;3;352;True;True;True;False;3;True;True
cons_energ_outros;Monthly;13;mom_pct;1;364;True;True;True;False;3;True;True
cons_energ_outros;Monthly;14;yoy_pct_monthly;1;353;True;True;True;True;4;True;True
pmc_combustiveis;Monthly;0;nível;0;315;False;True;False;True;2;False;True
pmc_combustiveis;Monthly;1;diff;1;314;True;True;True;True;4;True;True
pmc_combustiveis;Monthly;2;log;1;315;False;False;False;True;1;False;True
pmc_combustiveis;Monthly;3;log→diff;3;314;True;True;True;True;4;True;True
pmc_combustiveis;Monthly;4;boxcox;1;315;False;False;False;True;1;False;True
pmc_combustiveis;Monthly;5;boxcox→diff;2;314;True;True;True;True;4;True;True
pmc_combustiveis;Monthly;6;yeojohnson;1;315;False;False;False;True;1;False;True
pmc_combustiveis;Monthly;7;yeojohnson→diff;2;314;True;True;True;True;4;True;True
pmc_combustiveis;Monthly;8;sdiff12;1;303;False;True;True;False;2;False;True
pmc_combustiveis;Monthly;9;sdiff12→diff;2;302;True;True;True;True;4;True;True
pmc_combustiveis;Monthly;10;log→sdiff12;3;303;False;True;True;False;2;False;True
pmc_combustiveis;Monthly;11;log→sdiff12→diff;4;302;True;True;True;True;4;True;True
pmc_combustiveis;Monthly;12;boxcox→sdiff12→diff;3;302;True;True;True;True;4;True;True
pmc_combustiveis;Monthly;13;mom_pct;1;314;True;True;True;True;4;True;True
pmc_combustiveis;Monthly;14;yoy_pct_monthly;1;303;False;True;True;False;2;False;True
pmc_hiper_supermercados;Monthly;0;nível;0;315;False;False;False;False;0;False;True
pmc_hiper_supermercados;Monthly;1;diff;1;314;True;True;True;True;4;True;True
pmc_hiper_supermercados;Monthly;2;log;1;315;False;False;False;False;0;False;True
pmc_hiper_supermercados;Monthly;3;log→diff;3;314;True;True;True;True;4;True;True
pmc_hiper_supermercados;Monthly;4;boxcox;1;315;False;False;False;False;0;False;True
pmc_hiper_supermercados;Monthly;5;boxcox→diff;2;314;True;True;True;True;4;True;True
pmc_hiper_supermercados;Monthly;6;yeojohnson;1;315;False;False;False;False;0;False;True
pmc_hiper_supermercados;Monthly;7;yeojohnson→diff;2;314;True;True;True;True;4;True;True
pmc_hiper_supermercados;Monthly;8;sdiff12;1;303;False;True;True;True;3;True;True
pmc_hiper_supermercados;Monthly;9;sdiff12→diff;2;302;True;True;True;True;4;True;True
pmc_hiper_supermercados;Monthly;10;log→sdiff12;3;303;False;True;True;True;3;True;True
pmc_hiper_supermercados;Monthly;11;log→sdiff12→diff;4;302;True;True;True;True;4;True;True
pmc_hiper_supermercados;Monthly;12;boxcox→sdiff12→diff;3;302;True;True;True;True;4;True;True
pmc_hiper_supermercados;Monthly;13;mom_pct;1;314;True;True;True;True;4;True;True
pmc_hiper_supermercados;Monthly;14;yoy_pct_monthly;1;303;False;True;True;True;3;True;True
pmc_vestuário;Monthly;0;nível;0;315;False;False;True;False;1;False;True
pmc_vestuário;Monthly;1;diff;1;314;True;True;True;True;4;True;True
pmc_vestuário;Monthly;2;log;1;315;False;False;True;False;1;False;True
pmc_vestuário;Monthly;3;log→diff;3;314;True;True;True;True;4;True;True
pmc_vestuário;Monthly;4;boxcox;1;315;False;False;True;False;1;False;True
pmc_vestuário;Monthly;5;boxcox→diff;2;314;True;True;True;True;4;True;True
pmc_vestuário;Monthly;6;yeojohnson;1;315;False;False;True;False;1;False;True
pmc_vestuário;Monthly;7;yeojohnson→diff;2;314;True;True;True;True;4;True;True
pmc_vestuário;Monthly;8;sdiff12;1;303;True;True;True;True;4;True;True
pmc_vestuário;Monthly;9;sdiff12→diff;2;302;True;True;True;True;4;True;True
pmc_vestuário;Monthly;10;log→sdiff12;3;303;True;True;True;True;4;True;True
pmc_vestuário;Monthly;11;log→sdiff12→diff;4;302;True;True;True;True;4;True;True
pmc_vestuário;Monthly;12;boxcox→sdiff12→diff;3;302;True;True;True;True;4;True;True
pmc_vestuário;Monthly;13;mom_pct;1;314;True;True;True;True;4;True;True
pmc_vestuário;Monthly;14;yoy_pct_monthly;1;303;True;True;True;True;4;True;True
pmc_moveis_eletrodomesticos;Monthly;0;nível;0;315;False;False;False;False;0;False;True
pmc_moveis_eletrodomesticos;Monthly;1;diff;1;314;True;True;True;True;4;True;True
pmc_moveis_eletrodomesticos;Monthly;2;log;1;315;False;False;False;False;0;False;True
pmc_moveis_eletrodomesticos;Monthly;3;log→diff;3;314;True;True;True;True;4;True;True
pmc_moveis_eletrodomesticos;Monthly;4;boxcox;1;315;False;False;False;False;0;False;True
pmc_moveis_eletrodomesticos;Monthly;5;boxcox→diff;2;314;True;True;True;True;4;True;True
pmc_moveis_eletrodomesticos;Monthly;6;yeojohnson;1;315;False;False;False;False;0;False;True
pmc_moveis_eletrodomesticos;Monthly;7;yeojohnson→diff;2;314;True;True;True;True;4;True;True
pmc_moveis_eletrodomesticos;Monthly;8;sdiff12;1;303;True;True;True;True;4;True;True
pmc_moveis_eletrodomesticos;Monthly;9;sdiff12→diff;2;302;True;True;True;True;4;True;True
pmc_moveis_eletrodomesticos;Monthly;10;log→sdiff12;3;303;True;False;True;True;3;True;True
pmc_moveis_eletrodomesticos;Monthly;11;log→sdiff12→diff;4;302;True;True;True;True;4;True;True
pmc_moveis_eletrodomesticos;Monthly;12;boxcox→sdiff12→diff;3;302;True;True;True;True;4;True;True
pmc_moveis_eletrodomesticos;Monthly;13;mom_pct;1;314;True;True;True;True;4;True;True
pmc_moveis_eletrodomesticos;Monthly;14;yoy_pct_monthly;1;303;True;False;True;True;3;True;True
pmc_automoveis;Monthly;0;nível;0;315;False;False;False;False;0;False;True
pmc_automoveis;Monthly;1;diff;1;314;True;True;True;True;4;True;True
pmc_automoveis;Monthly;2;log;1;315;False;False;False;False;0;False;True
pmc_automoveis;Monthly;3;log→diff;3;314;True;True;True;True;4;True;True
pmc_automoveis;Monthly;4;boxcox;1;315;False;False;False;False;0;False;True
pmc_automoveis;Monthly;5;boxcox→diff;2;314;True;True;True;True;4;True;True
pmc_automoveis;Monthly;6;yeojohnson;1;315;False;False;False;False;0;False;True
pmc_automoveis;Monthly;7;yeojohnson→diff;2;314;True;True;True;True;4;True;True
pmc_automoveis;Monthly;8;sdiff12;1;303;True;True;True;True;4;True;True
pmc_automoveis;Monthly;9;sdiff12→diff;2;302;True;True;True;True;4;True;True
pmc_automoveis;Monthly;10;log→sdiff12;3;303;True;True;True;True;4;True;True
pmc_automoveis;Monthly;11;log→sdiff12→diff;4;302;True;True;True;True;4;True;True
pmc_automoveis;Monthly;12;boxcox→sdiff12→diff;3;302;True;True;True;True;4;True;True
pmc_automoveis;Monthly;13;mom_pct;1;314;True;True;True;True;4;True;True
pmc_automoveis;Monthly;14;yoy_pct_monthly;1;303;True;True;True;True;4;True;True
pmc_farmaceuticos;Monthly;0;nível;0;280;False;False;False;False;0;False;True
pmc_farmaceuticos;Monthly;1;diff;1;279;True;True;True;True;4;True;True
pmc_farmaceuticos;Monthly;2;log;1;280;False;False;False;False;0;False;True
pmc_farmaceuticos;Monthly;3;log→diff;3;279;True;True;True;True;4;True;True
pmc_farmaceuticos;Monthly;4;boxcox;1;280;False;False;False;False;0;False;True
pmc_farmaceuticos;Monthly;5;boxcox→diff;2;279;True;True;True;True;4;True;True
pmc_farmaceuticos;Monthly;6;yeojohnson;1;280;False;False;False;False;0;False;True
pmc_farmaceuticos;Monthly;7;yeojohnson→diff;2;279;True;True;True;True;4;True;True
pmc_farmaceuticos;Monthly;8;sdiff12;1;268;False;False;True;False;1;False;True
pmc_farmaceuticos;Monthly;9;sdiff12→diff;2;267;True;False;True;True;3;True;True
pmc_farmaceuticos;Monthly;10;log→sdiff12;3;268;False;True;True;True;3;True;True
pmc_farmaceuticos;Monthly;11;log→sdiff12→diff;4;267;True;True;True;False;3;True;True
pmc_farmaceuticos;Monthly;12;boxcox→sdiff12→diff;3;267;True;True;True;True;4;True;True
pmc_farmaceuticos;Monthly;13;mom_pct;1;279;True;True;True;True;4;True;True
pmc_farmaceuticos;Monthly;14;yoy_pct_monthly;1;268;False;True;True;False;2;False;True
pmc_livros_jornais;Monthly;0;nível;0;280;False;False;False;False;0;False;True
pmc_livros_jornais;Monthly;1;diff;1;279;True;True;True;True;4;True;True
pmc_livros_jornais;Monthly;2;log;1;280;False;False;False;False;0;False;True
pmc_livros_jornais;Monthly;3;log→diff;3;279;True;False;True;True;3;True;True
pmc_livros_jornais;Monthly;4;boxcox;1;280;False;False;False;False;0;False;True
pmc_livros_jornais;Monthly;5;boxcox→diff;2;279;True;True;True;True;4;True;True
pmc_livros_jornais;Monthly;6;yeojohnson;1;280;False;False;False;False;0;False;True
pmc_livros_jornais;Monthly;7;yeojohnson→diff;2;279;True;True;True;True;4;True;True
pmc_livros_jornais;Monthly;8;sdiff12;1;268;False;False;True;False;1;False;True
pmc_livros_jornais;Monthly;9;sdiff12→diff;2;267;True;True;True;True;4;True;True
pmc_livros_jornais;Monthly;10;log→sdiff12;3;268;True;False;True;True;3;True;True
pmc_livros_jornais;Monthly;11;log→sdiff12→diff;4;267;True;True;True;True;4;True;True
pmc_livros_jornais;Monthly;12;boxcox→sdiff12→diff;3;267;True;False;True;True;3;True;True
pmc_livros_jornais;Monthly;13;mom_pct;1;279;True;True;True;True;4;True;True
pmc_livros_jornais;Monthly;14;yoy_pct_monthly;1;268;False;False;True;True;2;False;True
pmc_eqp_material_escritorio;Monthly;0;nível;0;280;False;False;False;False;0;False;True
pmc_eqp_material_escritorio;Monthly;1;diff;1;279;True;True;True;True;4;True;True
pmc_eqp_material_escritorio;Monthly;2;log;1;280;True;False;True;False;2;False;True
pmc_eqp_material_escritorio;Monthly;3;log→diff;3;279;True;False;True;True;3;True;True
pmc_eqp_material_escritorio;Monthly;4;boxcox;1;280;False;False;False;False;0;False;True
pmc_eqp_material_escritorio;Monthly;5;boxcox→diff;2;279;True;True;True;True;4;True;True
pmc_eqp_material_escritorio;Monthly;6;yeojohnson;1;280;False;False;False;False;0;False;True
pmc_eqp_material_escritorio;Monthly;7;yeojohnson→diff;2;279;True;True;True;True;4;True;True
pmc_eqp_material_escritorio;Monthly;8;sdiff12;1;268;False;False;True;False;1;False;True
pmc_eqp_material_escritorio;Monthly;9;sdiff12→diff;2;267;True;True;True;True;4;True;True
pmc_eqp_material_escritorio;Monthly;10;log→sdiff12;3;268;False;False;True;False;1;False;True
pmc_eqp_material_escritorio;Monthly;11;log→sdiff12→diff;4;267;True;True;True;False;3;True;True
pmc_eqp_material_escritorio;Monthly;12;boxcox→sdiff12→diff;3;267;True;True;True;True;4;True;True
pmc_eqp_material_escritorio;Monthly;13;mom_pct;1;279;True;False;True;True;3;True;True
pmc_eqp_material_escritorio;Monthly;14;yoy_pct_monthly;1;268;False;False;True;False;1;False;True
pmc_outros_pessoal;Monthly;0;nível;0;280;False;False;False;False;0;False;True
pmc_outros_pessoal;Monthly;1;diff;1;279;True;True;True;True;4;True;True
pmc_outros_pessoal;Monthly;2;log;1;280;True;False;True;False;2;False;True
pmc_outros_pessoal;Monthly;3;log→diff;3;279;True;False;True;True;3;True;True
pmc_outros_pessoal;Monthly;4;boxcox;1;280;False;False;False;False;0;False;True
pmc_outros_pessoal;Monthly;5;boxcox→diff;2;279;True;True;True;True;4;True;True
pmc_outros_pessoal;Monthly;6;yeojohnson;1;280;False;False;False;False;0;False;True
pmc_outros_pessoal;Monthly;7;yeojohnson→diff;2;279;True;True;True;True;4;True;True
pmc_outros_pessoal;Monthly;8;sdiff12;1;268;True;True;True;True;4;True;True
pmc_outros_pessoal;Monthly;9;sdiff12→diff;2;267;True;True;True;True;4;True;True
pmc_outros_pessoal;Monthly;10;log→sdiff12;3;268;True;False;True;True;3;True;True
pmc_outros_pessoal;Monthly;11;log→sdiff12→diff;4;267;True;True;True;False;3;True;True
pmc_outros_pessoal;Monthly;12;boxcox→sdiff12→diff;3;267;True;True;True;True;4;True;True
pmc_outros_pessoal;Monthly;13;mom_pct;1;279;True;True;True;True;4;True;True
pmc_outros_pessoal;Monthly;14;yoy_pct_monthly;1;268;True;False;True;True;3;True;True
pmc_material_construcao;Monthly;0;nível;0;280;False;False;False;False;0;False;True
pmc_material_construcao;Monthly;1;diff;1;279;True;True;True;True;4;True;True
pmc_material_construcao;Monthly;2;log;1;280;False;False;False;False;0;False;True
