Date,pim_industria_extrativa,pim_industria_transformacao,pim_bens_capital,pim_bens_intermediarios,pim_bens_consumo,pim_bens_duraveis,pim_bens_semi_e_nao_duraveis,pim_insumo_constr_civil,cons_energ_comercial,cons_energ_residencial,cons_energ_industrial,cons_energ_outros,pmc_combustiveis,pmc_hiper_supermercados,pmc_vestuário,pmc_moveis_eletrodomesticos,pmc_automoveis,pmc_farmaceuticos,pmc_livros_jornais,pmc_eqp_material_escritorio,pmc_outros_pessoal,pmc_material_construcao,pmc_comercio_ampliado,ibcbr_agro,ibcbr_ind,ibcbr_servicos,icc_fecomercio,icea_fecomercio,ief_fecomercio,ics_fgv,isas_fgv,ies_fgv,caged_estoque_agro,caged_estoque_ind_extrativa,caged_estoque_ind_transformacao,caged_estoque_SIUP,caged_estoque_EG,caged_estoque_AER,caged_estoque_construcao,caged_estoque_comercio,caged_estoque_servicos,pnadc_salario_real_efetivo,pnadc_salario_real_com_carteira,pnadc_salario_real_sem_carteira,pnadc_salario_real_setor_privado,pnadc_salario_real_setor_publico,pnadc_salario_real_conta_propria,pnadc_salario_real_empregadores,pnadc_massa_salarial_efetiva,pnadc_massa_salarial_habitual,renda_disponivel_familias_restrita,tx_desemprego,ipca_alimentacao,ipca_habitacao,ipca_artigos_resid,ipca_vestuario,ipca_transportes,ipca_saude,ipca_despesas_pess,ipca_educacao,ipca_comunicacao,ipca_alim_domicilio,ipca_industriais,ipca_servicos,ipca_administrados,ipca_livres,ipca_nao_duraveis,ipca_semi_duraveis,ipca_duraveis,ipca_comercializaveis,ipca_nao_comercializaveis,ipca_EX0,ipca_EX1,ipca_EX2,ipca_EX3,ipca_MA,ipca_MS,ipca_DP,ipca_EXFE,ipca_P55,ipca_difusao,ipca_industriais_subjacentes,ipca_servicos_subjacentes,ipca15,igpm,igpdi,ipcbr,incc,ipc_fipe,igp10,ipam,abras,prod_total_autoveiculos,vendas_total_autoveiculos,vendas_autoveiculos_interno,vendas_autoveiculos_externo,prod_automoveis_e_comerciais_leves,prod_caminhoes,prod_onibus,prod_oleo_bruto,prod_LGN,prod_gas_natural,consumo_gasolina,consumo_GLP,consumo_oleo_combustivel,consumo_diesel,consumo_demais_derivados,consumo_alcool_hidratado,consumo_alcool_anidro,prod_aco_bruto,desembolso_BNDES_ind_transformacao,desembolso_BNDES_comercio_servicos,desembolso_BNDES_agro,desembolso_BNDES_ind_extrativa,cni_nuci_transformacao,cni_vendas_industriais,cni_horas_trabalhadas,cni_salario_industria,cni_massa_salarial,fenabrave_automoveis,fenabrave_comerciais_leves,fenabrave_caminhoes,fenabrave_onibus,fgv_nuci,concessoes_PJ_total,concessoes_PF_total,concessoes_livres_PJ_total,concessoes_livres_PJ_capital_giro,concessoes_livres_PF_total,concessoes_direcionados_PJ_total,concessoes_direcionados_PF_total,concessoes_direcionados_credito_rural,selic_mensal,abcr_trafego_veiculos_pesados,inadimplencia_livres_total,inadimplencia_livres_PJ_total,inadimplencia_livres_PJ_desconto_de_duplicatas_e_recebiveis,inadimplencia_livres_PJ_capital_de_giro_total,inadimplencia_livres_PJ_aquisicao_de_bens_total,inadimplencia_livres_PJ_cartao_de_credito_total,inadimplencia_livres_PF_total,inadimplencia_livres_PF_cheque_especial,inadimplencia_livres_PF_credito_pessoal_nao_consignado_total,inadimplencia_livres_PF_credito_pessoal_consignado_total,inadimplencia_livres_PF_aquisicao_de_bens_total,inadimplencia_livres_PF_cartao_de_credito_total,concessoes_livres_total,concessoes_livres_PJ_desconto_de_duplicatas_e_recebveis,concessoes_livres_PJ_capital_de_giro_total,concessoes_livres_PJ_aquisicao_de_bens_total,concessoes_livres_PJ_cartao_de_credito_total,concessoes_livres_PF_cheque_especial,concessoes_livres_PF_credito_pessoal_nao_consignado_total,concessoes_livres_PF_credito_pessoal_consignado_total,concessoes_livres_PF_aquisicao_de_bens_total,concessoes_livres_PF_cartao_de_credito_total,icc_fgv_expectativas,icc_fgv,icc_fgv_sit_atual,papelao_expedicao,pib
1996-01-01,,,,,,,,,2951.0,5851.0,8753.0,3107.0,,,,,,,,,,,,,,,,,,,,,1255718.43,122568.35,5314207.68,437504.95,,,1290522.46,2998145.19,9101846.94,,,,,,,,,,,,1.28,2.16,0.61,-0.28,,2.08,2.15,,,1.64,0.87,1.85,0.59,1.45,1.7,0.13,1.17,0.58,2.37,1.4,1.35,1.25,1.3,1.18,1.51,1.24,1.42,1.19,70.27,0.88,1.62,,1.73,1.79,2.7,1.52,1.82,1.14,1.49,,,,,,96271.0,3552.0,1123.0,771.0,26.0,0.149,259.0,174.0,204.0,462.0,74.0,171.0,72.0,104.15,196.0,346.0,43.0,10.0,,,,,,92387.0,16487.0,3341.0,1396.0,,,,,,,,,,33.83,,,,,,,,,,,,,,,,,,,,,,,,,,,139712.790564986,
1996-02-01,,,,,,,,,3007.0,5742.0,9278.0,3066.0,,,,,,,,,,,,,,,,,,,,,1254574.5,122091.27,5286528.47,437699.46,,,1290332.17,2996206.16,9100903.78,,,,,,,,,,,,0.11,1.98,0.28,-3.28,,1.29,2.07,,,-0.2,-0.83,2.1,4.23,0.55,0.03,-2.39,0.44,-0.66,1.78,0.76,1.37,0.36,0.37,0.58,1.04,0.92,1.42,0.88,55.86,-1.2,1.58,,0.97,0.76,1.46,0.11,0.4,1.55,0.48,,,,,,115677.0,4434.0,1137.0,781.0,26.0,0.15,276.0,172.0,201.0,470.0,72.0,175.0,75.0,103.52,582.0,641.0,77.0,13.0,,,,,,105129.0,19698.0,3442.0,1288.0,,,,,,,,,,36.11,,,,,,,,,,,,,,,,,,,,,,,,,,,136276.789759633,
1996-03-01,,,,,,,,,2956.0,5845.0,9204.0,3022.0,,,,,,,,,,,,,,,,,,,,,1252389.92,121361.9,5251958.16,436295.42,,,1290237.7,2984062.6,9084812.24,,,,,,,,,,,,-0.02,1.96,0.0,-2.5,,1.19,0.33,,,-0.15,-0.58,1.4,0.24,0.37,0.13,-2.31,0.92,-0.58,1.31,0.51,0.49,0.31,0.3,0.54,1.07,0.45,0.5,0.6,55.56,-1.05,1.32,,0.4,0.22,0.43,0.98,0.23,0.41,0.13,,,,,,130533.0,4355.0,1131.0,753.0,25.0,0.15,280.0,170.0,195.0,515.0,70.0,179.0,75.0,100.61,1017.0,832.0,165.0,21.0,,,,,,107542.0,22331.0,4031.0,1340.0,,,,,,,,,,30.16,,,,,,,,,,,,,,,,,,,,,,,,,,,149212.395700657,99.41
1996-04-01,,,,,,,,,3041.0,5876.0,9539.0,3090.0,,,,,,,,,,,,,,,,,,,,,1248609.48,120479.27,5236075.27,434853.05,,,1290762.53,2982884.83,9083179.87,,,,,,,,,,,,0.5,1.81,0.26,0.9,,0.82,0.43,,,0.68,0.61,1.14,3.87,0.85,0.56,0.7,0.76,0.43,1.27,0.9,0.8,0.87,0.91,0.7,1.25,1.15,0.84,0.74,57.06,0.59,1.14,,0.32,0.7,1.31,0.25,1.62,0.25,-0.05,,,,,,124332.0,4991.0,1375.0,772.0,22.0,0.153,265.0,190.0,204.0,512.0,71.0,167.0,74.0,97.68,1296.0,961.0,211.0,75.0,,,,,,103020.0,20512.0,3761.0,1700.0,,,,,,,,,,29.42,,,,,,,,,,,,,,,,,,,,,,,,,,,148611.40792343,
1996-05-01,,,,,,,,,2885.0,5676.0,9623.0,3022.0,,,,,,,,,,,,,,,,,,,,,1247977.27,120264.03,5232103.07,433599.3,,,1293356.01,2982874.02,9084663.9,,,,,,,,,,,,0.67,1.94,0.03,1.42,,1.03,2.57,,,0.91,0.98,1.85,0.44,1.34,1.11,1.05,0.28,1.04,1.64,1.46,1.32,1.07,1.12,0.91,1.28,0.95,1.36,0.89,54.95,0.61,1.48,,1.55,1.68,2.08,2.16,1.34,1.35,1.41,,,,,,136930.0,3835.0,1544.0,770.0,25.0,0.152,286.0,197.0,227.0,513.0,70.0,173.0,76.0,96.57,1655.0,1871.0,260.0,80.0,,,,,,118411.0,23276.0,3927.0,1552.0,,,,,,,,,,25.64,,,,,,,,,,,,,,,,,,,,,,,,,,,154701.250805353,
1996-06-01,,,,,,,,,2797.0,5628.0,9833.0,3087.0,,,,,,,,,,,,,,,,,,,,,1244873.55,119764.49,5227713.87,432860.23,,,1291509.08,2989826.57,9073387.63,,,,,,,,,,,,0.67,2.19,-0.27,1.09,,1.21,0.5,,,0.81,0.49,1.26,3.02,0.9,0.7,0.62,0.31,0.68,1.1,0.92,1.31,1.01,1.0,0.87,1.25,1.17,1.33,0.82,52.25,0.42,1.41,,1.02,1.22,1.57,1.54,1.41,1.08,0.41,,,,,,116101.0,3480.0,1562.0,758.0,26.0,0.154,262.0,192.0,226.0,525.0,72.0,157.0,72.0,104.83,2046.0,1993.0,359.0,88.0,,,,,,103635.0,20877.0,3074.0,1484.0,,,,,,,,,,29.65,,,,,,,,,,,,,,,,,,,,,,,,,,,148175.348184859,100.6
1996-07-01,,,,,,,,,2647.0,5547.0,9655.0,3033.0,,,,,,,,,,,,,,,,,,,,,1241643.92,119319.34,5230199.77,433070.36,,,1291806.84,2990082.29,9080009.39,,,,,,,,,,,,0.52,1.89,-0.02,0.29,,2.12,0.3,,,0.63,0.63,1.17,2.58,0.87,0.88,0.11,0.62,0.63,1.09,0.93,1.24,1.0,1.02,0.77,1.16,1.1,1.28,0.83,61.56,0.66,1.28,,1.35,1.09,0.76,0.75,1.31,1.21,1.59,,,,,,148804.0,3568.0,1559.0,754.0,26.0,0.154,295.0,208.0,225.0,525.0,77.0,169.0,79.0,109.9,2368.0,2353.0,451.0,107.0,,,,,,124362.0,24088.0,3441.0,1825.0,,,,,,,,,,23.28,,,,,,,,,,,,,,,,,,,,,,,,,,,154312.670350638,
1996-08-01,,,,,,,,,2796.0,5679.0,10390.0,3141.0,,,,,,,,,,,,,,,,,,,,,1236777.07,118823.02,5225280.35,428584.17,,,1290258.63,2991232.5,9083477.05,,,,,,,,,,,,-0.68,2.24,-0.04,-0.66,,1.18,0.48,,,-0.9,-0.01,1.14,1.25,0.31,-0.45,-0.5,0.24,-0.13,0.73,0.63,0.61,0.69,0.77,0.45,0.91,0.54,0.72,0.58,49.25,-0.01,1.33,,0.28,0.0,0.01,0.23,0.34,0.7,0.22,,,,,,156130.0,4099.0,1677.0,747.0,24.0,0.152,266.0,195.0,238.0,546.0,72.0,162.0,79.0,108.56,2700.0,2838.0,523.0,108.0,,,,,,121240.0,24917.0,4024.0,1471.0,,,,,,,,,,25.01,,,,,,,,,,,,,,,,,,,,,,,,,,,159502.905748978,
1996-09-01,,,,,,,,,2813.0,5769.0,10187.0,3184.0,,,,,,,,,,,,,,,,,,,,,1232029.97,118299.16,5216307.2,427974.64,,,1286639.94,2989627.12,9078138.58,,,,,,,,,,,,-0.58,1.54,-0.13,-0.48,,0.56,0.13,,,-0.99,-0.22,0.93,0.24,0.13,-0.7,-0.4,-0.1,-0.45,0.68,0.43,0.28,0.41,0.51,0.2,0.59,0.13,0.41,0.32,49.85,-0.25,1.05,,0.1,0.13,-0.35,0.22,0.07,0.09,0.35,,,,,,141503.0,3389.0,1168.0,785.0,26.0,0.162,294.0,195.0,218.0,589.0,72.0,163.0,80.0,109.38,3071.0,3301.0,582.0,124.0,,,,,,135062.0,25171.0,3686.0,1201.0,,,,,,,,,,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,159231.774049065,104.31
1996-10-01,,,,,,,,,2881.0,5836.0,10031.0,3198.0,,,,,,,,,,,,,,,,,,,,,1227772.91,118026.62,5213151.74,425242.0,,,1282319.02,2987188.9,9073653.26,,,,,,,,,,,,0.11,1.47,-0.09,0.82,,0.27,-0.54,,,0.39,0.16,0.39,0.19,0.32,0.28,0.3,0.07,0.35,0.28,0.3,0.22,0.27,0.33,0.07,0.6,0.14,0.28,0.16,48.65,0.2,0.42,,0.19,0.22,0.18,0.26,0.58,0.17,0.37,,,,,,141467.0,4978.0,1774.0,799.0,26.0,0.169,305.0,197.0,247.0,515.0,73.0,165.0,82.0,111.57,3319.0,3613.0,625.0,129.0,,,,,,133768.0,25049.0,3758.0,848.0,,,,,,,,,,23.48,,,,,,,,,,,,,,,,,,,,,,,,,,,170356.919929377,
1996-11-01,,,,,,,,,2997.0,5838.0,10076.0,3176.0,,,,,,,,,,,,,,,,,,,,,1228205.18,118386.4,5204888.67,424196.46,,,1279700.85,2986099.37,9062801.1,,,,,,,,,,,,-0.37,1.36,0.42,0.27,,0.48,0.11,,,-0.53,0.27,0.69,0.53,0.29,-0.31,0.21,0.48,0.11,0.46,0.51,0.45,0.53,0.58,0.32,0.6,0.31,0.51,0.52,53.75,0.26,0.81,,0.2,0.28,0.25,0.58,0.34,0.15,0.02,,,,,,136525.0,4014.0,1135.0,813.0,26.0,0.171,292.0,195.0,212.0,555.0,74.0,160.0,80.0,111.85,3610.0,3993.0,678.0,143.0,,,,,,129053.0,24953.0,3586.0,1007.0,,,,,,,,,,25.27,,,,,,,,,,,,,,,,,,,,,,,,,,,173687.966528311,
1996-12-01,,,,,,,,,2993.0,5764.0,9947.0,3154.0,,,,,,,,,,,,,,,,,,,,,1232058.13,118290.11,5190514.86,423347.45,,,1279276.4,2984959.0,9054657.88,,,,,,,,,,,,-0.48,1.22,0.89,0.88,,0.8,-0.04,,,-0.8,0.5,0.66,1.49,0.3,-0.27,0.4,0.3,0.19,0.41,0.59,0.5,0.64,0.7,0.36,0.62,0.46,0.56,0.33,59.16,0.64,0.74,,0.73,0.88,0.44,0.59,0.17,0.38,1.23,,,,,,115122.0,3327.0,533.0,860.0,25.0,0.168,312.0,190.0,231.0,531.0,77.0,177.0,88.0,111.72,4242.0,4833.0,730.0,147.0,,,,,,126420.0,21635.0,3464.0,888.0,,,,,,,,,,23.94,,,,,,,,,,,,,,,,,,,,,,,,,,,148950.010184612,103.32
1997-01-01,,,,,,,,,3309.0,6522.0,9455.0,3281.0,,,,,,,,,,,,,,,,,,,,,1234678.27,117428.82,5184933.68,421268.8,,,1281586.7,2983440.23,9053662.92,,,,,,,,,,,,0.97,1.06,0.73,0.21,,1.08,0.82,,,0.94,0.53,1.09,3.01,0.87,0.84,0.22,0.91,0.54,1.18,0.85,0.76,0.8,0.78,0.67,0.81,1.03,0.79,0.78,63.66,0.46,1.01,,1.77,1.58,1.85,0.32,1.23,1.73,1.93,,,,,,119922.0,3552.0,1415.0,836.0,25.0,0.168,301.0,181.0,226.0,492.0,75.0,146.0,77.0,104.13,317.0,430.0,33.0,16.0,,,,,,123816.0,21320.0,3856.0,1160.0,,,,,,,,,,21.73,,,,,,,,,,,,,,,,,,,,,,,,,,,158590.803717012,
1997-02-01,,,,,,,,,3219.0,6176.0,9840.0,3097.0,,,,,,,,,,,,,,,,,,,,,1237470.88,117404.39,5185859.97,418929.73,,,1282702.71,2985818.56,9051065.76,,,,,,,,,,,,0.72,0.94,0.18,-0.83,,0.6,0.58,,,0.92,-0.2,0.92,0.26,0.54,0.64,-0.79,0.47,0.03,1.02,0.44,0.44,0.2,0.14,0.35,0.57,0.38,0.43,0.39,51.95,-0.4,0.51,,0.43,0.42,0.53,0.48,0.01,0.73,0.27,,,,,,131345.0,3940.0,1038.0,826.0,27.0,0.166,296.0,185.0,216.0,506.0,74.0,148.0,81.0,110.83,547.0,610.0,94.0,26.0,,,,,,112550.0,20185.0,3671.0,1117.0,,,,,,,,,,26.14,,,,,,,,,,,,,,,,,,,,,,,,,,,146814.69186594,
1997-03-01,,,,,,,,,3121.0,5993.0,9488.0,3215.0,,,,,,,,,,,,,,,,,,,,,1241669.97,117690.21,5181723.57,418615.93,,,1285903.94,2990187.03,9057733.55,,,,,,,,,,,,1.22,1.13,-0.7,-0.5,,0.35,-0.29,,,1.61,-0.06,0.41,0.62,0.49,1.25,-0.58,0.2,0.11,0.85,0.21,0.32,0.3,0.2,0.39,0.56,0.29,0.26,0.27,53.15,-0.2,0.47,,1.15,1.16,0.63,0.73,0.21,0.93,1.62,,,,,,147478.0,4283.0,1403.0,854.0,27.0,0.172,293.0,189.0,221.0,538.0,78.0,144.0,79.0,109.45,760.0,1023.0,173.0,32.0,,,,,,130645.0,22625.0,4587.0,1170.0,,,,,,,,,,24.11,,,,,,,,,,,,,,,,,,,,,,,,,,,157749.920610829,104.43
1997-04-01,,,,,,,,,3134.0,6050.0,9945.0,3177.0,,,,,,,,,,,,,,,,,,,,,1241079.07,118075.37,5178672.53,417469.98,,,1293345.23,3007507.88,9066127.8,,,,,,,,,,,,-0.16,1.6,-0.39,0.1,,0.52,0.2,,,0.05,0.19,0.48,4.27,0.29,0.14,0.15,0.1,0.11,0.46,0.35,1.03,0.37,0.36,0.37,0.64,0.45,0.99,0.36,50.15,0.14,0.51,,0.68,0.59,0.8,0.23,0.64,0.77,0.61,,,,,,166059.0,4779.0,1553.0,847.0,29.0,0.166,297.0,201.0,244.0,561.0,79.0,151.0,84.0,112.92,1116.0,1404.0,281.0,42.0,,,,,,144626.0,25662.0,5026.0,1392.0,,,,,,,,,,21.84,,,,,,,,,,,,,,,,,,,,,,,,,,,163643.599083137,
1997-05-01,,,,,,,,,3100.0,6059.0,10304.0,3235.0,,,,,,,,,,,,,,,,,,,,,1242805.07,118282.52,5178553.82,416696.65,,,1293040.78,3016838.48,9066531.77,,,,,,,,,,,,-0.92,0.92,-0.85,1.28,,0.79,0.58,,,-1.41,0.37,0.78,1.66,0.18,-0.71,0.78,-0.7,0.04,0.32,0.6,0.78,0.51,0.6,0.34,0.49,0.25,0.82,0.3,46.85,0.69,0.54,,0.21,0.3,0.39,0.86,0.55,0.3,0.2,,,,,,156073.0,4741.0,1496.0,864.0,31.0,0.172,293.0,202.0,226.0,577.0,78.0,139.0,81.0,110.88,1429.0,1685.0,411.0,706.0,,,,,,137537.0,24368.0,4113.0,1326.0,,,,,,,,,,21.91,,,,,,,,,,,,,,,,,,,,,,,,,,,166678.524885392,
1997-06-01,,,,,,,,,2970.0,6069.0,10045.0,3171.0,,,,,,,,,,,,,,,,,,,,,1240284.7,118741.38,5169479.87,415370.58,,,1291630.87,3028278.02,9064362.81,,,,,,,,,,,,-0.34,0.6,-0.4,-0.1,,0.6,0.36,,,-0.29,-0.09,0.41,2.97,0.1,-0.11,-0.13,-0.41,0.09,0.1,0.2,0.72,0.29,0.28,0.31,0.46,0.4,0.76,0.35,46.55,0.05,0.43,,0.74,0.7,1.3,1.11,1.42,0.59,0.32,,,,,,163533.0,5382.0,1770.0,856.0,29.0,0.175,313.0,205.0,254.0,551.0,81.0,137.0,81.0,115.13,1884.0,2723.0,590.0,722.0,,,,,,135316.0,26482.0,4724.0,1437.0,,,,,,,,,,21.08,,,,,,,,,,,,,,,,,,,,,,,,,,,170554.33379383,104.93
1997-07-01,,,,,,,,,2956.0,5981.0,10285.0,3220.0,,,,,,,,,,,,,,,,,,,,,1236665.4,119062.82,5165099.84,412912.46,,,1290701.64,3034348.68,9065767.27,,,,,,,,,,,,-0.52,0.41,-0.39,0.08,,0.51,0.55,,,-0.64,0.02,0.43,0.97,0.07,-0.33,0.14,-0.48,0.18,-0.03,0.26,0.44,0.37,0.36,0.27,0.46,0.34,0.45,0.37,51.35,0.25,0.43,,0.09,0.09,0.24,0.51,0.11,0.11,-0.28,,,,,,151990.0,6198.0,2212.0,855.0,31.0,0.169,312.0,214.0,248.0,582.0,87.0,138.0,85.0,110.52,2795.0,3047.0,726.0,727.0,,,,,,141959.0,27125.0,5097.0,1202.0,,,,,,,,,,19.04,,,,,,,,,,,,,,,,,,,,,,,,,,,173228.167147813,
1997-08-01,,,,,,,,,3072.0,6025.0,10685.0,3327.0,,,,,,,,,,,,,,,,,,,,,1232783.97,118823.61,5149831.97,410959.73,,,1290382.12,3038528.12,9070402.86,,,,,,,,,,,,-0.57,0.42,-0.2,-0.98,,0.38,0.14,,,-0.74,-0.36,0.3,0.59,-0.14,-0.45,-0.9,-0.03,-0.37,0.08,0.02,0.08,-0.04,0.04,0.14,0.26,-0.01,0.15,0.29,50.45,-0.42,0.34,,0.09,-0.04,-0.27,1.18,-0.76,0.28,0.09,,,,,,165805.0,5810.0,2248.0,836.0,30.0,0.168,316.0,204.0,245.0,577.0,81.0,132.0,76.0,109.43,3306.0,3877.0,770.0,730.0,,,,,,141165.0,26024.0,5410.0,1223.0,,,,,,,,,,20.78,,,,,,,,,,,,,,,,,,,,,,,,,,,171562.643848346,
1997-09-01,,,,,,,,,3151.0,6151.0,10441.0,3417.0,,,,,,,,,,,,,,,,,,,,,1232853.78,118936.67,5139431.57,409501.75,,,1294745.34,3042960.5,9077356.25,,,,,,,,,,,,-0.21,0.25,-0.42,0.05,,0.41,0.14,,,-0.27,0.11,0.08,0.3,0.02,0.07,-0.12,-0.22,0.12,-0.07,0.09,0.1,0.02,0.04,0.06,0.19,0.01,0.13,0.2,50.75,-0.04,0.09,,0.48,0.59,0.17,0.27,0.01,0.27,0.73,,,,,,173614.0,6819.0,2519.0,826.0,26.0,0.17,304.0,201.0,254.0,618.0,85.0,132.0,84.0,111.84,3841.0,5276.0,993.0,737.0,,,,,,146148.0,27736.0,5559.0,1422.0,,,,,,,,,,19.81,,,,,,,,,,,,,,,,,,,,,,,,,,,175237.290527816,106.27
1997-10-01,,,,,,,,,3303.0,6335.0,10567.0,3410.0,,,,,,,,,,,,,,,,,,,,,1235409.0,118373.22,5126404.95,407306.9,,,1298644.53,3049887.54,9102110.3,,,,,,,,,,,,0.27,0.27,-0.53,0.56,,0.18,0.44,,,0.32,0.36,0.18,0.05,0.27,0.51,0.37,-0.23,0.3,0.24,0.25,0.2,0.2,0.22,0.16,0.33,0.14,0.24,0.2,53.15,0.29,0.17,,0.37,0.34,0.29,0.15,0.22,0.35,0.44,,,,,,182927.0,7629.0,2273.0,736.0,25.0,0.157,331.0,202.0,240.0,649.0,84.0,134.0,87.0,106.66,4511.0,6082.0,1119.0,740.0,,,,,,148693.0,29935.0,5775.0,1294.0,,,,,,,,,,19.93,,,,,,,,,,,,,,,,,,,,,,,,,,,187298.278082022,
1997-11-01,,,,,,,,,3434.0,6398.0,10727.0,3395.0,,,,,,,,,,,,,,,,,,,,,1238476.2,117828.89,5100119.3,404254.91,,,1301543.06,3045256.81,9104619.59,,,,,,,,,,,,0.17,0.29,-0.28,-0.34,,0.02,-0.17,,,0.32,-0.2,0.0,1.06,0.0,0.25,-0.41,-0.2,0.01,-0.01,-0.08,-0.05,-0.08,-0.05,0.03,0.16,0.06,-0.03,0.22,45.35,-0.18,0.04,,0.64,0.83,0.53,0.54,0.53,0.49,0.91,,,,,,122201.0,6524.0,1415.0,804.0,26.0,0.165,321.0,200.0,255.0,601.0,82.0,116.0,81.0,106.27,5130.0,7867.0,1249.0,742.0,,,,,,112484.0,23274.0,4071.0,1141.0,,,,,,,,,,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,170374.412297113,
1997-12-01,,,,,,,,,3428.0,6330.0,9935.0,3332.0,,,,,,,,,,,,,,,,,,,,,1236567.81,117313.22,5060269.08,401556.62,,,1295161.0,3045824.28,9112503.5,,,,,,,,,,,,0.59,0.31,0.35,0.38,,0.34,0.31,,,0.81,0.25,0.05,1.28,0.27,0.67,0.37,-0.08,0.31,0.24,0.13,0.19,0.15,0.17,0.29,0.33,0.24,0.21,0.24,63.06,0.41,0.0,,0.84,0.69,0.56,0.23,0.57,0.72,0.97,,,,,,96752.0,3757.0,746.0,917.0,28.0,0.18,342.0,195.0,228.0,551.0,85.0,132.0,94.0,113.08,6041.0,9710.0,1391.0,752.0,,,,,,92909.0,18779.0,3068.0,812.0,,,,,,,,,,39.87,,,,,,,,,,,,,,,,,,,,,,,,,,,144094.628682939,107.16
1998-01-01,,,,,,,,,3735.0,7178.0,9545.0,3461.0,,,,,,,,,,,,,,,,,,,,,1242314.18,117963.07,5015950.94,397804.29,,,1297616.82,3040363.93,9099153.46,,,,,,,,,,,,1.24,0.3,0.35,-0.79,,0.57,1.59,,,1.81,0.48,0.33,0.86,0.68,1.74,-0.21,0.37,0.58,0.77,0.39,0.49,0.16,0.09,0.39,0.4,0.5,0.45,0.31,62.76,0.08,0.09,,0.96,0.88,1.26,0.33,0.24,0.86,0.99,,,,,,104159.0,4658.0,1426.0,886.0,28.0,0.177,307.0,183.0,176.0,513.0,88.0,113.0,86.0,109.1,481.0,468.0,59.0,3.0,,,,,,100316.0,20282.0,4119.0,1071.0,,,,,,,,,,37.19,,,,,,,,,,,,,,,,,,,,,,,,,,,156341.785008054,
1998-02-01,,,,,,,,,3486.0,6518.0,9722.0,3339.0,,,,,,,,,,,,,,,,,,,,,1244313.64,117741.48,4989286.85,395110.07,,,1300050.91,3037380.48,9099929.92,,,,,,,,,,,,0.62,0.26,0.36,-0.64,,0.39,1.02,,,0.76,0.13,0.48,0.65,0.42,0.62,-0.18,0.4,0.22,0.6,0.33,0.44,0.23,0.2,0.3,0.4,0.42,0.45,0.18,55.26,0.14,0.24,,0.18,0.02,0.14,0.48,-0.16,0.49,-0.05,,,,,,100123.0,4480.0,1361.0,918.0,27.0,0.186,304.0,191.0,179.0,493.0,86.0,105.0,85.0,109.75,962.0,1198.0,203.0,5.0,,,,,,92375.0,18568.0,3568.0,1391.0,,,,,,,,,,34.32,,,,,,,,,,,,,,,,,,,,,,,,,,,177582.517259324,
1998-03-01,,,,,,,,,3468.0,6650.0,9609.0,3355.0,,,,,,,,,,,,,,,,,,,,,1241129.18,117499.16,4968143.04,392062.11,,,1303800.56,3034475.7,9097893.88,,,,,,,,,,,,0.79,0.38,1.15,-0.68,,0.57,-0.04,,,1.11,0.3,0.12,0.11,0.39,0.88,-0.23,1.02,0.28,0.48,0.2,0.13,0.14,0.17,0.18,0.41,0.34,0.16,0.18,57.66,0.1,0.21,,0.19,0.23,0.33,0.47,-0.23,0.13,0.12,,,,,,134201.0,5406.0,2142.0,931.0,28.0,0.181,303.0,194.0,184.0,574.0,88.0,106.0,85.0,106.7,1622.0,1643.0,342.0,8.0,,,,,,101607.0,20354.0,5206.0,1462.0,,,,,,,,,,28.32,,,,,,,,,,,,,,,,,,,,,,,,,,,177582.517259324,105.04
1998-04-01,,,,,,,,,3608.0,6675.0,10400.0,3494.0,,,,,,,,,,,,,,,,,,,,,1238432.9,117572.53,4949857.28,391375.05,,,1305832.0,3039126.64,9098889.49,,,,,,,,,,,,0.85,0.29,-0.2,-0.24,,0.45,-0.05,,,0.97,-0.1,0.1,0.39,0.21,0.82,-0.52,-0.13,0.11,0.31,0.02,0.04,0.05,0.05,0.02,0.18,0.11,0.03,0.01,53.45,-0.12,0.15,,0.13,-0.13,0.23,-0.5,0.62,0.16,0.2,,,,,,129541.0,5920.0,2324.0,921.0,29.0,0.184,327.0,203.0,192.0,597.0,84.0,116.0,91.0,110.11,2077.0,3323.0,415.0,18.0,,,,,,109486.0,22650.0,4920.0,1535.0,,,,,,,,,,25.16,,,,,,,,,,,,,,,,,,,,,,,,,,,167053.361336885,
1998-05-01,,,,,,,,,3422.0,6591.0,10367.0,3449.0,,,,,,,,,,,,,,,,,,,,,1224025.63,117232.46,4925281.74,390965.49,,,1306456.01,3036667.72,9100199.23,,,,,,,,,,,,1.38,0.13,-0.06,0.58,,0.5,0.4,,,2.03,-0.18,0.42,0.2,0.55,1.13,0.47,-0.58,0.34,0.75,0.17,0.21,0.18,0.17,0.13,0.23,0.27,0.18,0.09,53.15,0.42,0.01,,0.14,0.23,0.14,0.98,0.52,0.12,-0.01,,,,,,151137.0,6671.0,2423.0,959.0,30.0,0.19,296.0,204.0,181.0,572.0,85.0,102.0,83.0,111.31,2636.0,3809.0,490.0,20.0,,,,,,118436.0,24928.0,9798.0,1418.0,,,,,,,,,,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,168878.814855656,
