Date,pim_industria_extrativa,pim_industria_transformacao,pim_bens_capital,pim_bens_intermediarios,pim_bens_consumo,pim_bens_duraveis,pim_bens_semi_e_nao_duraveis,pim_insumo_constr_civil,cons_energ_comercial,cons_energ_residencial,cons_energ_industrial,cons_energ_outros,pmc_combustiveis,pmc_hiper_supermercados,pmc_vestuário,pmc_moveis_eletrodomesticos,pmc_automoveis,pmc_farmaceuticos,pmc_livros_jornais,pmc_eqp_material_escritorio,pmc_outros_pessoal,pmc_material_construcao,pmc_comercio_ampliado,ibcbr_agro,ibcbr_ind,ibcbr_servicos,icc_fecomercio,icea_fecomercio,ief_fecomercio,ics_fgv,isas_fgv,ies_fgv,caged_estoque_agro,caged_estoque_ind_extrativa,caged_estoque_ind_transformacao,caged_estoque_SIUP,caged_estoque_EG,caged_estoque_AER,caged_estoque_construcao,caged_estoque_comercio,caged_estoque_servicos,pnadc_salario_real_efetivo,pnadc_salario_real_com_carteira,pnadc_salario_real_sem_carteira,pnadc_salario_real_setor_privado,pnadc_salario_real_setor_publico,pnadc_salario_real_conta_propria,pnadc_salario_real_empregadores,pnadc_massa_salarial_efetiva,pnadc_massa_salarial_habitual,renda_disponivel_familias_restrita,tx_desemprego,ipca_alimentacao,ipca_habitacao,ipca_artigos_resid,ipca_vestuario,ipca_transportes,ipca_saude,ipca_despesas_pess,ipca_educacao,ipca_comunicacao,ipca_alim_domicilio,ipca_industriais,ipca_servicos,ipca_administrados,ipca_livres,ipca_nao_duraveis,ipca_semi_duraveis,ipca_duraveis,ipca_comercializaveis,ipca_nao_comercializaveis,ipca_EX0,ipca_EX1,ipca_EX2,ipca_EX3,ipca_MA,ipca_MS,ipca_DP,ipca_EXFE,ipca_P55,ipca_difusao,ipca_industriais_subjacentes,ipca_servicos_subjacentes,ipca15,igpm,igpdi,ipcbr,incc,ipc_fipe,igp10,ipam,abras,prod_total_autoveiculos,vendas_total_autoveiculos,vendas_autoveiculos_interno,vendas_autoveiculos_externo,prod_automoveis_e_comerciais_leves,prod_caminhoes,prod_onibus,prod_oleo_bruto,prod_LGN,prod_gas_natural,consumo_gasolina,consumo_GLP,consumo_oleo_combustivel,consumo_diesel,consumo_demais_derivados,consumo_alcool_hidratado,consumo_alcool_anidro,prod_aco_bruto,desembolso_BNDES_ind_transformacao,desembolso_BNDES_comercio_servicos,desembolso_BNDES_agro,desembolso_BNDES_ind_extrativa,cni_nuci_transformacao,cni_vendas_industriais,cni_horas_trabalhadas,cni_salario_industria,cni_massa_salarial,fenabrave_automoveis,fenabrave_comerciais_leves,fenabrave_caminhoes,fenabrave_onibus,fgv_nuci,concessoes_PJ_total,concessoes_PF_total,concessoes_livres_PJ_total,concessoes_livres_PJ_capital_giro,concessoes_livres_PF_total,concessoes_direcionados_PJ_total,concessoes_direcionados_PF_total,concessoes_direcionados_credito_rural,selic_mensal,abcr_trafego_veiculos_pesados,inadimplencia_livres_total,inadimplencia_livres_PJ_total,inadimplencia_livres_PJ_desconto_de_duplicatas_e_recebiveis,inadimplencia_livres_PJ_capital_de_giro_total,inadimplencia_livres_PJ_aquisicao_de_bens_total,inadimplencia_livres_PJ_cartao_de_credito_total,inadimplencia_livres_PF_total,inadimplencia_livres_PF_cheque_especial,inadimplencia_livres_PF_credito_pessoal_nao_consignado_total,inadimplencia_livres_PF_credito_pessoal_consignado_total,inadimplencia_livres_PF_aquisicao_de_bens_total,inadimplencia_livres_PF_cartao_de_credito_total,concessoes_livres_total,concessoes_livres_PJ_desconto_de_duplicatas_e_recebveis,concessoes_livres_PJ_capital_de_giro_total,concessoes_livres_PJ_aquisicao_de_bens_total,concessoes_livres_PJ_cartao_de_credito_total,concessoes_livres_PF_cheque_especial,concessoes_livres_PF_credito_pessoal_nao_consignado_total,concessoes_livres_PF_credito_pessoal_consignado_total,concessoes_livres_PF_aquisicao_de_bens_total,concessoes_livres_PF_cartao_de_credito_total,icc_fgv_expectativas,icc_fgv,icc_fgv_sit_atual,papelao_expedicao,pib
2005-06-01,96.5,104.6,83.0,106.7,106.6,121.0,103.0,,4294.0,6777.0,13143.0,4107.0,90.87,56.27,93.0,52.15,56.51,29.31,194.17,35.06,33.93,57.21,54.97,58.57347,99.8722,71.97451,132.74,113.5,145.56,,,,1330695.06,147814.41,6035203.7,370842.37,,,1135899.88,4608342.27,11178251.22,,,,,,,,,,270464.0,,-0.67,0.33,0.17,0.38,-0.29,0.18,0.6,0.24,0.71,-0.92,0.3,0.43,-0.16,0.04,-0.59,0.45,0.43,-0.06,0.18,0.36,0.35,0.3,0.34,0.26,0.49,0.3,0.39,0.25,61.72,0.22,0.47,0.12,-0.44,-0.45,-0.05,0.76,-0.2,-0.41,-1.0,54.11,197635.0,203796.0,138992.0,64804.0,199943.0,10480.0,3344.0,1698.0,83.0,0.315,308.0,214.0,97.0,691.0,77.0,77.0,103.0,127.93,10274.0,7381.0,2220.0,99.0,82.1,102.6,101.3,,,117502.0,22450.0,7094.0,1480.0,81.0,,,,,,,,,19.75,125.11,,,,,,,,,,,,,,,,,,,,,,,,,,233509.36,128.74
2005-07-01,94.7,104.1,81.2,105.2,107.7,124.8,103.7,,4147.0,6645.0,13430.0,4100.0,89.19,57.33,97.69,52.48,55.37,29.18,196.72,36.14,34.63,56.63,55.23,57.1461,99.41313,72.29711,133.21,114.57,145.63,,,,1343100.18,148653.22,6041160.54,370848.38,,,1143312.38,4644603.22,11219704.5,,,,,,,,,,272977.0,,-0.77,0.04,0.25,0.15,0.62,0.37,0.63,0.17,3.8,-1.13,0.18,0.57,0.84,-0.01,-0.68,0.2,0.21,-0.25,0.31,0.36,0.46,0.28,0.36,0.31,0.45,0.36,0.57,0.26,53.71,0.16,0.57,0.11,-0.34,-0.4,0.13,0.11,0.3,-0.37,-0.65,55.21,198903.0,192457.0,131956.0,60501.0,188723.0,8409.0,2827.0,1680.0,87.0,0.309,295.0,206.0,91.0,674.0,79.0,75.0,98.0,122.26,11523.0,10266.0,2594.0,170.0,81.5,99.7,100.1,,,110037.0,20619.0,6806.0,1317.0,80.4,,,,,,,,,19.72,122.13,,,,,,,,,,,,,,,,,,,,,,,,,,226037.55,
2005-08-01,94.3,104.3,80.9,105.4,107.2,120.8,104.0,,4142.0,6705.0,13755.0,4163.0,88.56,57.35,95.48,50.7,57.03,29.75,203.3,34.54,34.42,56.12,55.49,56.87537,99.83012,72.66619,124.89,116.31,130.62,,,,1337756.05,149565.39,6047089.8,371845.39,,,1151016.52,4684734.11,11274069.22,,,,,,,,,,273586.0,,-0.73,0.41,0.25,0.05,0.41,0.41,0.65,0.19,1.08,-1.02,0.12,0.4,0.69,-0.05,-0.61,0.01,0.21,-0.18,0.1,0.26,0.37,0.14,0.17,0.28,0.36,0.33,0.44,0.36,48.44,0.09,0.24,0.28,-0.65,-0.79,-0.44,0.02,-0.2,-0.52,-0.88,54.81,195006.0,191340.0,134770.0,56570.0,198199.0,9613.0,3149.0,1626.0,90.0,0.305,312.0,214.0,97.0,739.0,82.0,83.0,104.0,128.02,13512.0,12284.0,2750.0,194.0,81.7,97.7,99.9,,,120663.0,22876.0,6634.0,1550.0,80.5,,,,,,,,,19.75,121.26,,,,,,,,,,,,,,,,,,,,,,,,,,236182.91,
2005-09-01,96.6,103.6,83.6,105.9,102.9,112.3,100.9,,4361.0,6949.0,13701.0,4324.0,88.32,57.22,96.69,48.59,55.67,29.3,202.5,34.85,34.74,54.44,54.56,56.95457,99.97105,72.56398,109.24,103.08,113.35,,,,1329849.38,150238.94,6059462.1,372767.8,,,1161674.05,4720838.97,11335383.44,,,,,,,,,,274387.0,,-0.25,0.61,-0.26,0.19,0.86,0.45,0.73,0.09,0.0,-0.5,0.13,0.47,0.92,0.1,-0.25,0.27,-0.03,-0.02,0.26,0.3,0.3,0.22,0.29,0.34,0.51,0.39,0.36,0.27,51.37,0.23,0.34,0.16,-0.53,-0.13,0.09,0.24,0.44,-0.69,-0.76,54.86,190635.0,194917.0,132972.0,61945.0,185514.0,10963.0,2378.0,1667.0,89.0,0.297,312.0,209.0,96.0,724.0,80.0,93.0,104.0,129.47,14681.0,13272.0,2962.0,231.0,80.8,97.0,98.8,,,115394.0,21563.0,6437.0,1078.0,80.3,,,,,,,,,19.61,119.63,,,,,,,,,,,,,,,,,,,,,,,,,,236434.77,128.02
2005-10-01,96.3,103.1,81.3,105.3,102.6,113.8,99.7,,4412.0,6918.0,13512.0,4303.0,87.24,57.82,96.57,50.31,56.48,29.48,200.44,36.31,35.21,55.47,55.12,56.28226,99.98387,73.06238,107.65,99.51,113.07,,,,1322937.37,150986.06,6075151.02,374417.49,,,1177893.39,4751357.16,11385368.26,,,,,,,,,,275204.0,,0.27,0.45,-0.37,0.72,2.21,0.45,0.74,-0.14,0.0,0.38,0.32,0.43,1.62,0.37,0.32,0.75,0.13,0.43,0.31,0.38,0.47,0.35,0.4,0.5,0.58,0.6,0.52,0.51,59.18,0.38,0.42,0.56,0.6,0.63,0.42,0.19,0.63,0.48,0.72,55.05,184365.0,177392.0,130466.0,46926.0,170877.0,9931.0,2154.0,1671.0,80.0,0.304,285.0,192.0,83.0,681.0,78.0,83.0,95.0,131.88,15620.0,14702.0,3222.0,242.0,81.1,97.0,98.8,,,110990.0,19640.0,5787.0,1227.0,80.4,,,,,,,,,19.25,119.16,,,,,,,,,,,,,,,,,,,,,,,,,,230108.38,
2005-11-01,96.0,103.9,82.2,105.7,105.6,121.6,101.9,,4537.0,6976.0,13445.0,4329.0,87.11,57.78,94.51,51.8,58.34,29.78,203.79,35.93,35.33,56.65,55.89,58.48192,100.86215,73.52059,117.23,115.68,118.26,,,,1308990.1,152013.44,6074830.67,376215.42,,,1195321.99,4775549.04,11433902.68,,,,,,,,,,279978.0,,0.88,0.64,-0.47,0.85,0.66,0.32,0.61,-0.03,-0.05,0.89,0.07,0.5,0.84,0.42,0.56,0.76,-0.34,0.17,0.74,0.28,0.41,0.39,0.41,0.49,0.51,0.47,0.37,0.64,62.3,0.3,0.52,0.78,0.4,0.33,0.57,0.28,0.29,0.35,0.4,54.63,198510.0,199541.0,140279.0,59263.0,194516.0,10089.0,2289.0,1674.0,85.0,0.314,302.0,199.0,89.0,705.0,80.0,90.0,101.0,134.34,19479.0,16403.0,3568.0,328.0,81.7,100.3,99.1,,,129176.0,21619.0,6160.0,1379.0,79.8,,,,,,,,,18.87,121.09,,,,,,,,,,,,,,,,,,,,,,,,,,234645.62,
2005-12-01,94.5,106.0,84.2,106.5,111.6,132.8,105.8,,4662.0,7078.0,13550.0,4215.0,87.52,58.26,97.93,55.09,60.9,29.9,202.57,39.99,36.66,60.89,57.88,59.77037,102.02528,74.00823,130.16,126.32,132.73,,,,1327128.74,152940.78,6129726.23,378173.26,,,1217583.2,4813078.19,11508473.65,,,,,,,,,,280412.0,,0.27,0.42,0.36,1.58,0.24,0.2,0.45,0.26,0.03,0.24,0.36,0.25,0.53,0.29,0.2,1.13,0.02,0.23,0.37,0.31,0.31,0.37,0.44,0.33,0.43,0.32,0.34,0.24,58.98,0.66,0.23,0.38,-0.01,0.07,0.46,0.37,0.29,0.06,-0.27,55.02,212527.0,216548.0,150559.0,65990.0,185565.0,7458.0,1538.0,1685.0,89.0,0.3,339.0,206.0,87.0,645.0,81.0,104.0,113.0,136.89,23033.0,19551.0,4059.0,338.0,81.9,99.7,98.6,,,149090.0,26308.0,6719.0,1570.0,80.7,,,,,,,,,18.24,124.48,,,,,,,,,,,,,,,,,,,,,,,,,,221466.72,129.64
2006-01-01,99.7,105.9,83.6,107.6,110.2,129.9,106.2,,4643.0,7168.0,12851.0,4219.0,85.88,60.74,95.58,51.72,59.16,30.01,172.95,44.5,37.95,58.64,57.09,65.20536,102.0542,74.14275,131.52,125.79,135.33,,,,1329879.44,154026.98,6142053.14,378999.06,,,1232932.45,4850983.32,11572283.91,,,,,,,,,,282919.0,,0.11,-0.01,0.6,0.03,1.52,0.72,0.94,0.57,0.03,-0.23,0.95,0.79,0.58,0.59,0.41,0.27,0.75,0.34,0.88,0.87,0.53,0.51,0.6,0.61,0.61,0.65,0.71,0.59,59.38,0.39,0.77,0.51,0.92,0.72,0.65,0.34,0.5,0.84,1.1,56.67,208076.0,213795.0,148724.0,65072.0,175693.0,6052.0,1895.0,1688.0,88.0,0.296,293.0,181.0,78.0,596.0,83.0,101.0,98.0,130.27,634.0,1446.0,397.0,11.0,81.2,98.7,98.7,97.9,96.3,107035.0,18788.0,5952.0,1125.0,82.3,,,,,,,,,17.65,123.07,,,,,,,,,,,,,,,,,,,,,,,,,,222210.64,
2006-02-01,98.5,107.0,85.4,106.8,111.6,132.6,106.4,,4826.0,7132.0,13044.0,4382.0,84.66,58.91,96.26,51.95,56.78,29.68,202.05,42.07,36.41,58.57,56.26,59.91252,102.51221,74.46811,138.03,128.1,144.65,,,,1340597.4,155660.64,6162443.55,380793.68,,,1247017.94,4891594.09,11636064.3,,,,,,,,,,281253.0,,-0.28,0.32,-0.39,-0.54,0.76,0.45,0.34,4.44,0.06,-0.52,0.06,1.33,0.42,0.4,-0.19,-0.26,-0.07,-0.1,0.96,0.71,0.52,0.27,0.29,0.42,0.49,0.39,0.6,0.46,49.61,-0.16,0.66,0.52,0.01,-0.06,0.01,0.19,-0.03,0.17,-0.06,56.11,209977.0,212152.0,147395.0,64757.0,180053.0,7701.0,2345.0,1692.0,85.0,0.3,316.0,187.0,84.0,635.0,79.0,107.0,105.0,117.91,1299.0,2288.0,670.0,18.0,81.8,98.0,99.0,98.8,98.8,103476.0,17991.0,4982.0,1372.0,81.0,,,,,,,,,17.28,122.37,,,,,,,,,,,,,,,,,,,,,,,,,,210487.65,
2006-03-01,99.8,106.1,83.3,106.7,110.1,123.3,106.8,,4875.0,7409.0,13382.0,4288.0,80.83,59.21,93.75,52.83,57.72,29.56,197.59,42.21,36.75,58.64,56.6,59.54714,102.32886,74.85158,137.75,130.2,142.79,,,,1346563.4,156603.32,6193435.9,381405.89,,,1256900.22,4922326.49,11699642.53,,,,,,,,,,282572.0,,-0.24,0.58,-0.14,0.21,1.13,0.5,0.4,0.71,0.04,-0.38,0.7,0.36,0.68,0.31,0.5,0.26,-0.23,0.3,0.31,0.53,0.23,0.19,0.21,0.3,0.45,0.29,0.23,0.38,56.05,0.21,0.2,0.37,-0.23,-0.45,0.22,0.2,0.14,-0.03,-0.48,56.2,188593.0,190589.0,137117.0,53472.0,199771.0,9893.0,3130.0,1696.0,75.0,0.3,331.0,203.0,83.0,694.0,85.0,86.0,83.0,123.26,2385.0,3295.0,1030.0,62.0,81.4,98.6,99.6,98.2,98.2,125225.0,22841.0,6771.0,1938.0,82.2,,,,,,,,,16.74,120.88,,,,,,,,,,,,,,,,,,,,,,,,,,239426.22,131.75
2006-04-01,99.2,106.9,86.0,107.2,111.2,130.2,106.6,,4834.0,7230.0,13532.0,4244.0,81.15,60.52,92.98,54.52,57.86,29.9,209.72,43.99,37.82,58.87,57.21,57.73749,101.79402,75.301,132.38,128.72,134.82,,,,1357449.47,157425.86,6228844.96,382902.92,,,1267140.91,4952966.84,11748269.26,,,,,,,,,,282322.0,,-0.27,0.58,-0.72,1.18,-0.01,1.18,0.2,0.02,0.14,-0.51,0.08,0.36,0.54,0.04,-0.34,0.84,-0.48,-0.17,0.28,0.22,0.3,0.26,0.43,0.19,0.41,0.24,0.32,0.14,54.88,0.43,0.43,0.17,-0.42,0.02,0.34,0.36,0.01,-0.65,-0.77,56.66,200283.0,194871.0,139265.0,55606.0,174301.0,7744.0,2716.0,1737.0,90.0,0.308,327.0,192.0,86.0,636.0,75.0,82.0,82.0,123.3,4695.0,4595.0,1225.0,110.0,80.6,98.4,98.5,99.5,99.5,104459.0,19902.0,5493.0,1285.0,80.7,,,,,,,,,16.19,122.49,,,,,,,,,,,,,,,,,,,,,,,,,,222462.3,
2006-05-01,100.5,107.4,84.8,109.5,110.7,131.2,105.6,,4419.0,6933.0,13407.0,4209.0,80.06,60.16,93.31,56.96,60.34,29.95,206.67,46.66,37.86,57.22,57.8,66.25558,102.33652,75.92806,138.2,131.57,142.62,,,,1355834.81,157913.33,6251651.75,385477.2,,,1280479.83,4987954.96,11807754.19,,,,,,,,,,285152.0,,-0.03,0.33,-0.61,0.9,-0.42,0.9,0.37,-0.04,0.04,-0.22,-0.47,0.37,0.45,-0.08,-0.85,0.68,-0.06,-0.12,-0.04,-0.04,0.29,0.34,0.43,0.24,0.47,0.26,0.34,0.24,57.62,0.37,0.47,0.27,0.38,0.38,-0.19,1.32,-0.22,0.36,0.43,55.68,204413.0,194121.0,142654.0,51467.0,206258.0,9729.0,3356.0,1748.0,80.0,0.313,326.0,212.0,84.0,655.0,81.0,96.0,81.0,123.58,6089.0,5855.0,1514.0,179.0,82.3,100.8,100.3,100.3,100.3,131494.0,23927.0,6775.0,1870.0,81.3,,,,,,,,,15.7,121.32,,,,,,,,,,,,,,,,,,,,,,,,,,241035.3,
2006-06-01,97.7,106.2,84.9,106.7,110.1,129.2,105.7,,4320.0,6964.0,13569.0,4208.0,79.93,61.16,92.44,54.9,54.49,29.93,201.08,44.07,38.56,60.24,56.47,66.7387,100.40685,74.91795,134.4,124.52,140.98,,,,1356699.34,159369.88,6278613.81,384546.37,,,1294712.79,5025635.4,11873833.77,,,,,,,,,,288501.0,,-0.61,0.41,-0.63,0.59,-0.93,0.35,0.26,0.02,0.01,-0.92,-0.56,0.22,0.06,-0.35,-1.15,0.44,-0.55,-0.42,-0.26,-0.16,0.11,0.16,0.21,0.07,0.3,0.01,0.1,0.06,49.22,0.18,0.24,-0.15,0.75,0.67,-0.4,0.9,-0.31,0.57,1.11,56.99,199019.0,187394.0,137385.0,50008.0,193887.0,8699.0,2829.0,1630.0,86.0,0.309,324.0,212.0,91.0,672.0,76.0,101.0,81.0,122.5,8477.0,7758.0,1760.0,256.0,81.9,97.6,98.7,100.3,100.3,117748.0,21779.0,5952.0,1475.0,80.8,,,,,,,,,15.18,121.05,,,,,,,,,,,,,,,,,,,,,,,,,,227979.67,132.14
2006-07-01,99.3,107.1,88.1,107.8,110.3,128.4,106.2,,4231.0,6893.0,13697.0,4252.0,80.44,61.09,94.23,53.29,63.68,30.06,202.63,44.88,39.08,62.24,59.06,66.19524,102.92082,76.32966,134.17,127.95,138.32,,,,1366698.61,160530.84,6301962.42,384973.23,,,1309142.19,5066438.51,11945752.77,,,,,,,,,,290977.0,,0.09,-0.02,0.02,-0.24,0.37,0.44,0.67,0.09,-0.07,0.08,-0.06,0.31,0.33,0.13,0.13,-0.14,-0.17,0.0,0.25,0.14,0.16,0.13,0.15,0.2,0.29,0.22,0.21,0.16,56.25,0.05,0.24,-0.02,0.18,0.17,0.06,0.47,0.21,0.39,0.21,56.52,200574.0,206660.0,152682.0,53979.0,190778.0,9066.0,3099.0,1725.0,92.0,0.315,313.0,206.0,91.0,662.0,75.0,104.0,78.0,133.75,10937.0,9331.0,2019.0,324.0,81.5,99.6,99.9,99.8,99.8,134895.0,23099.0,6054.0,1698.0,81.8,,,,,,,,,14.98,123.47,,,,,,,,,,,,,,,,,,,,,,,,,,225640.41,
2006-08-01,100.1,106.8,86.2,108.0,109.4,129.0,104.9,,4408.0,6940.0,14164.0,4374.0,82.36,61.42,96.4,56.69,63.0,30.33,202.61,44.04,40.43,61.79,59.58,65.94782,102.42966,76.38109,128.24,120.06,133.69,,,,1368059.04,161960.96,6316565.92,386264.69,,,1313578.43,5092085.28,11994684.0,,,,,,,,,,290405.0,,0.07,0.11,-0.14,0.09,-0.32,0.2,0.96,-0.02,-0.3,-0.09,-0.14,0.35,-0.03,0.09,-0.09,0.18,-0.45,-0.04,0.21,0.13,0.09,0.11,0.14,0.0,0.23,0.15,0.11,0.04,52.08,0.03,0.24,0.19,0.37,0.41,0.16,0.24,0.12,0.27,0.46,56.93,199302.0,201719.0,153148.0,48572.0,209103.0,9635.0,3105.0,1703.0,91.0,0.308,335.0,214.0,95.0,720.0,74.0,109.0,84.0,136.7,13812.0,11022.0,2139.0,367.0,81.9,100.1,100.4,101.0,101.0,144285.0,25704.0,6843.0,1681.0,81.5,,,,,,,,,14.66,122.85,,,,,,,,,,,,,,,,,,,,,,,,,,240898.03,
2006-09-01,100.8,106.0,85.3,106.5,108.8,122.6,105.6,,4512.0,7128.0,13825.0,4480.0,82.52,62.84,98.81,57.8,62.03,30.64,208.66,44.36,43.66,61.93,60.12,64.8672,102.56484,76.5573,131.36,125.03,135.58,,,,1364384.7,163164.14,6327932.96,387520.24,,,1320482.82,5124861.21,12035484.84,,,,,,,,,,296307.0,,0.08,0.42,-0.14,0.46,-0.01,0.28,0.89,-0.01,-0.07,0.1,0.13,0.31,0.22,0.2,0.04,0.49,-0.05,0.16,0.24,0.23,0.23,0.16,0.19,0.13,0.32,0.25,0.27,0.06,54.95,0.21,0.17,0.05,0.29,0.24,0.19,0.11,0.25,0.36,0.36,57.42,186256.0,199246.0,146983.0,52263.0,177730.0,8913.0,1957.0,1733.0,90.0,0.299,344.0,209.0,94.0,726.0,76.0,119.0,86.0,137.69,16059.0,12401.0,2324.0,390.0,81.9,101.2,100.2,100.3,100.3,128767.0,22381.0,6602.0,1538.0,81.9,,,,,,,,,14.17,123.57,,,,,,,,,,,,,,,,,,,,,,,,,,236614.16,134.35
2006-10-01,102.9,106.4,86.0,106.4,109.4,126.8,105.3,,4582.0,7182.0,13953.0,4377.0,82.6,62.96,96.2,59.83,64.39,30.75,206.55,44.22,42.48,61.88,60.79,65.84892,104.4551,77.32114,132.29,123.59,138.1,,,,1358204.82,164315.42,6359668.3,388619.47,,,1325414.12,5161723.78,12085786.46,,,,,,,,,,299447.0,,0.88,0.2,-0.41,0.64,-0.13,0.37,0.87,0.17,-0.01,0.98,0.08,0.49,0.12,0.43,0.73,0.46,-0.34,0.42,0.44,0.3,0.26,0.34,0.37,0.19,0.32,0.31,0.27,0.31,58.33,0.23,0.49,0.29,0.47,0.81,0.14,0.21,0.39,0.21,0.65,57.64,202177.0,198376.0,153165.0,45210.0,196520.0,9014.0,2122.0,1762.0,86.0,0.309,328.0,203.0,94.0,720.0,76.0,115.0,82.0,136.92,17890.0,13982.0,2609.0,477.0,81.7,101.5,100.7,101.7,101.7,141649.0,25106.0,7048.0,1383.0,81.4,,,,,,,,,13.95,123.85,,,,,,,,,,,,,,,,,,,,,,,,,,250112.09,
2006-11-01,103.6,107.8,89.1,108.7,111.0,131.4,106.6,,4768.0,7439.0,13990.0,4355.0,83.61,62.97,100.7,59.42,66.91,30.73,203.42,44.76,43.21,62.08,61.72,64.96159,105.59942,77.6981,134.62,125.09,140.97,,,,1349399.53,165297.85,6378297.99,386677.52,,,1334800.2,5194551.69,12127288.89,,,,,,,,,,305254.0,,1.05,-0.08,0.0,0.65,-0.09,0.22,0.69,0.03,-0.1,1.38,0.22,0.24,0.0,0.45,1.1,0.48,-0.2,0.54,0.37,0.23,0.19,0.27,0.25,0.12,0.27,0.23,0.21,0.12,59.11,0.21,0.29,0.37,0.75,0.57,0.24,0.23,0.42,1.02,1.02,57.23,201546.0,211449.0,161850.0,49599.0,198064.0,9194.0,1639.0,1766.0,87.0,0.303,325.0,207.0,96.0,713.0,80.0,122.0,86.0,137.99,20484.0,17533.0,2942.0,524.0,82.1,102.7,101.2,102.7,102.7,148720.0,25276.0,6728.0,1985.0,81.5,,,,,,,,,13.65,125.72,,,,,,,,,,,,,,,,,,,,,,,,,,246953.04,
2006-12-01,102.8,108.5,93.5,109.2,113.6,131.5,108.2,,4952.0,7367.0,13767.0,4408.0,84.82,62.97,98.33,60.67,68.62,30.85,199.49,48.09,43.53,62.69,62.79,66.26231,108.14868,78.54015,127.5,121.31,131.63,,,,1372714.84,166454.66,6429087.81,387257.56,,,1357444.49,5231792.54,12181114.68,,,,,,,,,,300150.0,,0.39,0.19,-0.18,1.0,1.14,0.25,0.44,0.17,-0.01,0.22,0.37,0.32,0.83,0.32,0.23,0.92,-0.06,0.4,0.24,0.34,0.57,0.44,0.45,0.27,0.38,0.55,0.62,0.29,60.94,0.49,0.42,0.35,0.32,0.26,0.63,0.36,1.04,0.47,0.29,56.77,207249.0,219616.0,167344.0,52273.0,168813.0,7657.0,1219.0,1787.0,87.0,0.302,351.0,201.0,85.0,638.0,84.0,136.0,105.0,136.81,25663.0,20775.0,3423.0,1458.0,82.3,102.8,101.0,103.1,103.1,168486.0,27459.0,7322.0,1534.0,82.1,,,,,,,,,13.19,128.99,,,,,,,,,,,,,,,,,,,,,,,,,,218327.13,135.92
2007-01-01,102.9,108.3,95.0,109.1,111.2,133.9,106.6,,4942.0,7710.0,13592.0,4456.0,87.02,63.4,100.29,61.16,66.53,31.07,180.64,49.37,43.79,62.82,62.0,67.32248,105.51829,78.87586,133.89,136.75,131.98,,,,1388252.74,168551.37,6467799.35,388278.81,119256.77,269022.04,1357276.1,5288277.31,12246916.4,,,,,,,,,,302744.0,,0.84,0.07,0.29,-0.19,0.62,0.47,0.7,0.07,0.07,0.94,0.28,0.53,0.27,0.52,0.84,-0.04,0.35,0.22,0.8,0.41,0.41,0.44,0.4,0.35,0.39,0.48,0.46,0.41,64.58,0.14,0.62,0.52,0.5,0.43,0.69,0.45,0.66,0.39,0.4,58.28,213669.0,201511.0,155073.0,46437.0,182009.0,6945.0,1824.0,1736.0,86.0,0.302,309.0,192.0,91.0,618.0,84.0,129.0,92.0,136.86,2254.0,1506.0,397.0,524.0,82.2,103.2,101.9,102.6,102.6,123388.0,22063.0,6258.0,1244.0,82.5,,,,,,,,,13.13,126.85,,,,,,,,,,,,,,,,,,,,,,,,,,227472.88,
2007-02-01,104.4,109.8,95.6,109.9,112.1,131.0,107.4,,4924.0,7393.0,13684.0,4324.0,88.04,63.77,100.68,61.36,68.08,31.21,206.65,51.43,44.83,62.56,63.01,63.74506,106.77535,79.11745,134.39,138.17,131.86,,,,1406186.64,169808.06,6501963.42,389534.39,119758.46,269775.93,1359930.03,5333355.06,12299187.12,,,,,,,,,,305818.0,,0.78,0.19,-0.45,-0.72,0.07,0.4,0.43,3.48,-0.28,0.87,-0.3,1.2,0.12,0.59,0.63,-0.37,-0.47,-0.1,1.24,0.52,0.48,0.25,0.18,0.22,0.24,0.35,0.49,0.31,55.47,-0.22,0.52,0.46,0.27,0.23,0.34,0.21,0.33,0.28,0.21,58.81,214398.0,220450.0,162429.0,58021.0,179405.0,8716.0,2397.0,1758.0,88.0,0.309,319.0,201.0,90.0,667.0,84.0,130.0,95.0,136.94,3334.0,2517.0,634.0,534.0,82.3,103.1,101.6,102.5,102.5,118806.0,20824.0,5560.0,1283.0,83.6,,,,,,,,,12.93,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,218231.64,
2007-03-01,105.2,111.2,95.9,111.8,113.1,136.1,107.3,,5099.0,7594.0,14276.0,4343.0,85.85,64.51,102.21,62.0,69.27,31.45,214.36,53.47,46.02,63.07,63.78,60.79656,106.18716,79.26314,127.87,132.37,124.87,,,,1413653.77,170783.06,6532258.48,390597.15,120050.66,270546.49,1369233.91,5379105.63,12345749.86,,,,,,,,,,311626.0,,0.98,0.26,-0.41,0.47,0.22,0.32,0.41,0.02,0.01,1.3,0.06,0.37,0.21,0.44,0.86,0.45,-0.17,0.21,0.66,0.23,0.25,0.3,0.24,0.24,0.29,0.33,0.25,0.28,60.16,0.16,0.31,0.41,0.34,0.22,0.48,0.27,0.11,0.38,0.33,58.25,212290.0,221959.0,166107.0,55852.0,220277.0,11148.0,3526.0,1769.0,85.0,0.31,325.0,203.0,94.0,739.0,86.0,142.0,97.0,138.46,4943.0,4669.0,1105.0,553.0,82.8,105.4,102.5,103.1,103.1,155758.0,28027.0,8000.0,1679.0,82.6,,,,,,,,,12.74,128.45,,,,,,,,,,,,,,,,,,,,,,,,,,258546.73,138.49
